chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr20	61098	25716341	2	1	1	2	0.88	HET
chr20	25734798	25943654	3	2	1	2	0.88	ASCNA
chr20	25945375	26319046	2	1	1	2	0.88	HET
chr20	29419907	29653480	2	1	1	2	0.88	HET
chr20	29653508	62965185	2	1	1	2	0.88	HET
chr21	9411410	11188085	2	1	1	2	0.88	HET
chr21	14339377	14379779	4	3	1	2	0.88	ASCNA
chr21	14379996	48119634	2	1	1	2	0.88	HET
chr22	16050933	17050605	2	1	1	2	0.88	HET
chr22	17051429	21466188	2	1	1	2	0.88	HET
chr22	21468679	21912201	3	2	1	2	0.88	ASCNA
chr22	21915881	51242557	2	1	1	2	0.88	HET
