chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr5	175542029	180900823	2	1	1	2	0.98	HET
chr6	159659	255562	2	1	1	2	0.98	HET
chr6	255658	381513	3	2	1	2	0.98	ASCNA
chr6	381677	57367413	2	1	1	2	0.98	HET
chr6	57368626	57567291	3	2	1	2	0.98	ASCNA
chr6	57567641	58779574	3	2	1	2	0.98	ASCNA
chr6	61881361	168875285	2	1	1	2	0.98	HET
chr6	168899599	169332644	2	1	1	2	0.98	HET
chr6	169344129	171020889	2	2	0	2	0.98	NLOH
chr7	24011	58050847	2	1	1	2	0.98	HET
chr7	61054411	76576640	2	1	1	2	0.98	HET
chr7	76576717	76706925	2	1	1	2	0.98	HET
chr7	76707200	159127586	2	1	1	2	0.98	HET
chr8	23742	2206115	3	2	1	2	0.98	ASCNA
chr8	2206185	2289337	5	4	1	2	0.98	ASCNA
chr8	2293527	12880277	3	2	1	2	0.98	ASCNA
chr8	12880628	43837038	3	2	1	2	0.98	ASCNA
chr8	46839508	118788025	3	2	1	2	0.98	ASCNA
chr8	118789796	146300287	3	2	1	2	0.98	ASCNA
chr9	10712	38771055	2	1	1	2	0.98	HET
chr9	38774640	47259141	2	1	1	2	0.98	HET
chr9	65537116	70948646	2	1	1	2	0.98	HET
chr9	70950995	141127736	2	1	1	2	0.98	HET
chr10	60494	12102073	2	1	1	2	0.98	HET
chr10	12102090	12165801	3	2	1	2	0.98	ASCNA
chr10	12166557	39154721	2	1	1	2	0.98	HET
chr10	42355156	42533503	4	3	1	2	0.98	ASCNA
chr10	42533579	42789757	3	2	1	2	0.98	ASCNA
chr10	42790513	46910800	2	1	1	2	0.98	HET
chr10	46911408	47260292	2	1	1	2	0.98	HET
chr10	47268196	135435808	2	1	1	2	0.98	HET
chr10	135440691	135524677	3	2	1	2	0.98	ASCNA
chr11	132190	4243304	2	1	1	2	0.98	HET
chr11	4243562	4385885	2	1	1	2	0.98	HET
chr11	4388905	51593373	2	1	1	2	0.98	HET
chr11	54713852	89477382	2	1	1	2	0.98	HET
chr11	89479817	89823896	2	1	1	2	0.98	HET
chr11	89830202	134935281	2	1	1	2	0.98	HET
chr12	61416	162542	3	2	1	2	0.98	ASCNA
chr12	162727	34854848	2	1	1	2	0.98	HET
chr12	37858459	133839525	2	1	1	2	0.98	HET
chr13	19020095	110793077	2	1	1	2	0.98	HET
chr13	110793193	115108598	2	2	0	2	0.98	NLOH
chr14	19000422	20184826	2	1	1	2	0.98	HET
chr14	20189667	106050432	2	1	1	2	0.98	HET
chr14	106050437	106180754	3	2	1	2	0.98	ASCNA
chr14	106182025	107152048	2	1	1	2	0.98	HET
chr14	107152076	107182717	4	3	1	2	0.98	ASCNA
chr14	107183420	107289436	4	3	1	2	0.98	ASCNA
chr15	20000406	22709338	2	1	1	2	0.98	HET
chr15	22741022	23385986	2	1	1	2	0.98	HET
chr15	23386363	23603138	3	2	1	2	0.98	ASCNA
chr15	23603413	28560982	2	1	1	2	0.98	HET
chr15	28572201	28845572	3	2	1	2	0.98	ASCNA
chr15	28856671	30372319	2	1	1	2	0.98	HET
chr15	30373531	30874161	3	2	1	2	0.98	ASCNA
chr15	30886708	32581691	2	1	1	2	0.98	HET
chr15	32583592	32914041	2	1	1	2	0.98	HET
chr15	32914075	102521055	2	1	1	2	0.98	HET
chr16	61076	14777006	2	1	1	2	0.98	HET
chr16	14864910	15122195	3	2	1	2	0.98	ASCNA
chr16	15123173	16294143	2	1	1	2	0.98	HET
chr16	16294561	16855616	2	1	1	2	0.98	HET
chr16	16857605	18210132	2	1	1	2	0.98	HET
chr16	18210711	18764092	2	1	1	2	0.98	HET
chr16	18764836	31977305	2	1	1	2	0.98	HET
chr16	31981440	33811308	2	1	1	2	0.98	HET
chr16	33812656	35280683	2	1	1	2	0.98	HET
chr16	46386658	46499086	3	2	1	2	0.98	ASCNA
chr16	46500404	70155434	2	1	1	2	0.98	HET
chr16	70155488	70228974	3	2	1	2	0.98	ASCNA
chr16	70229515	74401202	2	1	1	2	0.98	HET
chr16	74401375	74463043	3	2	1	2	0.98	ASCNA
chr16	74464854	90161231	2	1	1	2	0.98	HET
chr16	90161292	90280420	3	2	1	2	0.98	ASCNA
chr17	1665	15630961	2	2	0	2	0.98	NLOH
chr17	15631045	15677203	3	2	1	2	0.98	ASCNA
chr17	15677373	21190967	2	1	1	2	0.98	HET
chr17	21194658	22262934	2	1	1	2	0.98	HET
chr17	25264121	25335419	3	2	1	2	0.98	ASCNA
chr17	25338849	34439230	2	1	1	2	0.98	HET
chr17	34439585	34812942	3	2	1	2	0.98	ASCNA
chr17	34813665	36260835	2	1	1	2	0.98	HET
chr17	36268861	36402164	3	2	1	2	0.98	ASCNA
chr17	36402399	81185372	2	1	1	2	0.98	HET
chr18	10094	15162611	2	1	1	2	0.98	HET
chr18	15163240	15410735	3	2	1	2	0.98	ASCNA
chr18	18512107	78014582	2	1	1	2	0.98	HET
chr19	80833	24510773	2	1	1	2	0.98	HET
chr19	24513570	24614381	2	1	1	2	0.98	HET
chr19	27731953	27835195	2	1	1	2	0.98	HET
chr19	27835527	27890581	3	2	1	2	0.98	ASCNA
chr19	27890800	53322175	2	1	1	2	0.98	HET
chr19	53322278	53360861	3	2	1	2	0.98	ASCNA
chr19	53361838	59118903	2	1	1	2	0.98	HET
chr20	63244	26318937	2	2	0	2	0.98	NLOH
chr20	29419907	29653711	3	2	1	2	0.98	ASCNA
chr20	29653725	62965185	2	1	1	2	0.98	HET
chr21	9411327	11187433	2	1	1	2	0.98	HET
chr21	14340319	48117883	2	1	1	2	0.98	HET
chr22	16051347	17035152	2	1	1	2	0.98	HET
chr22	17035898	51239794	2	1	1	2	0.98	HET
