chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr7	142426674	143545625	1118951.0	6	3	DLOH		
chr7	143562425	143870890	308465.0	6	4	HET		
chr7	143875193	144180114	304921.0	6	3	DLOH		
chr7	144181288	144499445	318157.0	6	4	HET		
chr7	144503562	153986871	9483309.0	6	3	DLOH		
chr7	153989493	154109329	119836.0	6	3	HET		
chr7	154204118	159335483	5131365.0	6	3	DLOH		
chr8	73534	7348337	7274803.0	6	6	HET		
chr8	7349140	8205350	856210.0	6	5	HET		
chr8	8230708	12122125	3891417.0	6	6	HET		
chr8	12122577	12612049	489472.0	6	7	ASCNA		
chr8	12612322	43943740	31331418.0	6	6	HET		
chr8	43946341	45528098	1581757.0	6	7	ASCNA		
chr8	45756303	145072952	99316649.0	6	6	HET		
chr9	10869	189547	178678.0	6	6	HET		
chr9	192574	38787694	38595120.0	6	6	HET		
chr9	38788226	43387828	4599602.0	6	6	HET		
chr9	43387840	45515009	2127169.0	6	6	HET		
chr9	60521214	68330549	7809335.0	6	6	HET		
chr9	68331407	138235377	69903970.0	6	6	HET		
chr10	11528	2500493	2488965.0	6	3	DLOH		
chr10	2517442	38639789	36122347.0	6	6	HET		
chr10	38639854	40192624	1552770.0	6	7	ASCNA		
chr10	40216737	41705468	1488731.0	6	6	HET		
chr10	41706387	41848409	142022.0	6	6	HET		
chr10	41849712	42082187	232475.0	6	7	ASCNA		
chr10	42082909	42295182	212273.0	6	6	HET		
chr10	42296597	46344930	4048333.0	6	6	HET		
chr10	46347124	47767410	1420286.0	6	6	HET		
chr10	47873228	48147345	274117.0	6	6	HET		
chr10	48147844	133622914	85475070.0	6	6	HET		
chr10	133623049	133787009	163960.0	6	6	HET		
chr11	102905	193863	90958.0	6	6	HET		
chr11	195102	51124959	50929857.0	6	6	HET		
chr11	51124976	53663028	2538052.0	6	6	HET		
chr11	53716483	54536745	820262.0	6	7	ASCNA		
chr11	54537848	127779507	73241659.0	6	6	HET		
chr11	127794410	135075871	7281461.0	6	9	ASCNA		
chr12	12749	77606	64857.0	6	7	ASCNA		
chr12	78055	34935512	34857457.0	6	6	HET		
chr12	34950924	35791926	841002.0	6	6	HET		
chr12	35801434	36989809	1188375.0	6	7	ASCNA		
chr12	37011520	44932806	7921286.0	6	6	HET		
chr12	44934717	44951097	16380.0	6	2	DLOH		
chr12	44960686	133263661	88302975.0	6	6	HET		
chr13	18171543	18356553	185010.0	6	7	ASCNA		
chr13	18408568	112285036	93876468.0	6	6	HET		
chr13	112285631	112311326	25695.0	6	7	ASCNA		
chr13	112311676	114352893	2041217.0	6	6	HET		
chr14	16023030	16096021	72991.0	6	6	HET		
chr14	18224343	19704507	1480164.0	6	6	HET		
chr14	19706162	105552677	85846515.0	6	6	HET		
chr14	105564875	106883582	1318707.0	6	6	HET		
chr15	17000678	18047622	1046944.0	6	6	HET		
chr15	18218581	18946107	727526.0	6	5	HET		
chr15	19118539	19997554	879015.0	6	5	HET		
chr15	20001483	21547672	1546189.0	6	6	HET		
chr15	21549702	23117853	1568151.0	6	6	HET		
chr15	23130759	23223405	92646.0	6	7	ASCNA		
chr15	23224946	30077711	6852765.0	6	6	HET		
chr15	30079571	30604196	524625.0	6	6	HET		
chr15	30607427	32153469	1546042.0	6	7	ASCNA		
chr15	32158503	32593977	435474.0	6	6	HET		
chr15	32603691	34369652	1765961.0	6	6	HET		
chr15	34371813	34403854	32041.0	6	7	ASCNA		
chr15	34404555	82420598	48016043.0	6	6	HET		
chr15	82421140	82521649	100509.0	6	6	HET		
chr15	82522165	101895470	19373305.0	6	6	HET		
chr15	101899329	101975126	75797.0	6	6	HET		
chr16	11349	16272759	16261410.0	6	6	HET		
chr16	16329097	16734793	405696.0	6	6	HET		
chr16	16737234	18070841	1333607.0	6	6	HET		
chr16	18071186	18756583	685397.0	6	6	HET		
chr16	18757371	22448991	3691620.0	6	6	HET		
chr16	22449357	22686995	237638.0	6	6	HET		
chr16	22688424	32078856	9390432.0	6	6	HET		
chr16	32082918	36416585	4333667.0	6	6	HET		
chr16	36715655	70121490	33405835.0	6	6	HET		
chr16	70121585	70203008	81423.0	6	7	ASCNA		
chr16	70204513	74358427	4153914.0	6	6	HET		
chr16	74360527	74428310	67783.0	6	6	HET		
chr16	74429145	90224655	15795510.0	6	6	HET		
chr17	118358	22744696	22626338.0	6	6	HET		
chr17	22745858	23411887	666029.0	6	6	HET		
chr17	24497144	26975472	2478328.0	6	6	HET		
chr17	26976475	36109315	9132840.0	6	6	HET		
chr17	36109988	36195866	85878.0	6	7	ASCNA		
chr17	36195939	37890185	1694246.0	6	6	HET		
chr17	37891581	38210382	318801.0	6	7	ASCNA		
chr17	38251052	45492543	7241491.0	6	6	HET		
chr17	45492860	45611724	118864.0	6	6	HET		
chr17	45612318	46088714	476396.0	6	6	HET		
chr17	46088945	46135161	46216.0	6	7	ASCNA		
chr17	46135416	46266353	130937.0	6	6	HET		
chr17	46266564	46614293	347729.0	6	6	HET		
chr17	46620807	83188295	36567488.0	6	6	HET		
chr17	83192291	83240042	47751.0	6	6	HET		
chr18	14929	47042	32113.0	6	6	HET		
chr18	49125	15403845	15354720.0	6	6	HET		
chr18	15404928	17171749	1766821.0	6	6	HET		
chr18	17309926	20917610	3607684.0	6	6	HET		
chr18	20922751	80256725	59333974.0	6	6	HET		
chr19	71178	245162	173984.0	6	7	ASCNA		
chr19	245343	24435157	24189814.0	6	6	HET		
chr19	24435581	25317818	882237.0	6	6	HET		
chr19	26610271	54736240	28125969.0	6	6	HET		
chr19	54736515	54785783	49268.0	6	6	HET		
chr19	54786503	58604957	3818454.0	6	6	HET		
chr20	60341	26384840	26324499.0	6	6	HET		
chr20	26385553	27407775	1022222.0	6	6	HET		
chr20	27631486	31000909	3369423.0	6	6	HET		
chr20	31001041	31097082	96041.0	6	9	ASCNA		
chr20	31097247	64287476	33190229.0	6	6	HET		
chr20	64287790	64333832	46042.0	6	7	ASCNA		
chr21	5093716	13197754	8104038.0	6	6	HET		
chr21	13205728	13871423	665695.0	6	6	HET		
chr21	13871559	13899772	28213.0	6	7	ASCNA		
chr21	13899979	46686880	32786901.0	6	6	HET		
chr21	46686969	46699378	12409.0	6	8	ASCNA		
chr22	10510983	12903760	2392777.0	6	6	HET		
chr22	15157537	15957229	799692.0	6	6	HET		
chr22	15957652	18129459	2171807.0	6	6	HET		
chr22	18175977	18892039	716062.0	6	6	HET		
chr22	18892949	21114567	2221618.0	6	7	ASCNA		
chr22	21114582	21556455	441873.0	6	6	HET		
chr22	21557912	42503507	20945595.0	6	6	HET		
chr22	42506272	42554355	48083.0	6	6	HET		
chr22	42557098	50807650	8250552.0	6	6	HET		
