chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr18	18511899	78017073	2	1	1	2	0.45	HET
chr19	81769	24628707	2	1	1	2	0.45	HET
chr19	27731953	27889311	1	1	0	2	0.45	DLOH
chr19	27892350	59118905	2	1	1	2	0.45	HET
chr20	61270	26318937	2	1	1	2	0.45	HET
chr20	29419947	29653681	2	1	1	2	0.45	HET
chr20	29653725	62965185	2	1	1	2	0.45	HET
chr21	9411327	10647461	2	2	0	2	0.45	NLOH
chr21	10647599	10858434	1	1	0	2	0.45	DLOH
chr21	10858705	11187700	2	2	0	2	0.45	NLOH
chr21	14338454	15272300	2	1	1	2	0.45	HET
chr21	15272427	48117883	2	1	1	2	0.45	HET
chr22	16050822	21537918	2	1	1	2	0.45	HET
chr22	21538059	21915881	4	3	1	2	0.45	ASCNA
chr22	21916166	51242557	2	1	1	2	0.45	HET
