chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr8	23446220	38854660	15408440.0	2	2	NLOH		
chr8	38864039	43836979	4972940.0	2	2	HET		
chr8	46840796	46864151	23355.0	2	3	ASCNA		
chr8	46880903	118779067	71898164.0	2	2	HET		
chr8	118779389	119107219	327830.0	2	2	HET		
chr8	119119287	146292263	27172976.0	2	2	HET		
chr9	10712	125096	114384.0	2	3	ASCNA		
chr9	126439	38811046	38684607.0	2	2	HET		
chr9	38812362	47312259	8499897.0	2	2	HET		
chr9	65550930	70945397	5394467.0	2	2	NLOH		
chr9	70947144	141122709	70175565.0	2	2	HET		
chr10	62082	38771827	38709745.0	2	2	HET		
chr10	38772093	38815688	43595.0	2	2	HET		
chr10	38815714	39075203	259489.0	2	2	HET		
chr10	39075557	39154728	79171.0	2	3	ASCNA		
chr10	42355494	42401647	46153.0	2	5	ASCNA		
chr10	42401706	42529646	127940.0	2	2	NLOH		
chr10	42532523	42762778	230255.0	2	3	ASCNA		
chr10	42765033	47056574	4291541.0	2	2	HET		
chr10	47058178	47131506	73328.0	2	2	HET		
chr10	47131677	81459235	34327558.0	2	2	HET		
chr10	81459973	81628793	168820.0	2	3	ASCNA		
chr10	81636265	96927574	15291309.0	2	2	HET		
chr10	96927760	127586169	30658409.0	2	2	HET		
chr10	127586195	135469657	7883462.0	2	2	HET		
chr10	135472394	135524062	51668.0	2	1	DLOH		
chr11	132610	198062	65452.0	2	2	HET		
chr11	199256	4243140	4043884.0	2	2	HET		
chr11	4243303	4332624	89321.0	2	2	HET		
chr11	4333289	4380375	47086.0	2	2	HET		
chr11	4380652	12147123	7766471.0	2	2	HET		
chr11	12147395	12298562	151167.0	2	4	BCNA		
chr11	12298682	32379700	20081018.0	2	2	HET		
chr11	32380916	32574697	193781.0	2	3	ASCNA		
chr11	32575402	50296059	17720657.0	2	2	HET		
chr11	50296210	51592655	1296445.0	2	2	HET		
chr11	54795869	63189051	8393182.0	2	2	HET		
chr11	63189353	63206865	17512.0	2	4	ASCNA		
chr11	63208801	89463041	26254240.0	2	2	NLOH		
chr11	89464023	89822415	358392.0	2	3	ASCNA		
chr11	89823129	134945710	45122581.0	2	2	HET		
chr12	60317	162282	101965.0	2	3	ASCNA		
chr12	163272	9434060	9270788.0	2	2	HET		
chr12	9434423	9583005	148582.0	2	2	HET		
chr12	9583906	9600365	16459.0	2	4	ASCNA		
chr12	9600451	34855369	25254918.0	2	2	HET		
chr12	37856814	38424342	567528.0	2	2	HET		
chr12	38425294	54900582	16475288.0	2	2	HET		
chr12	54903308	62592841	7689533.0	2	2	HET		
chr12	62593519	104110161	41516642.0	2	2	HET		
chr12	104125115	133831923	29706808.0	2	2	NLOH		
chr13	19020145	19204514	184369.0	2	1	DLOH		
chr13	19208166	115108598	95900432.0	2	2	HET		
chr14	19000934	20424507	1423573.0	2	2	NLOH		
chr14	20424926	22075384	1650458.0	2	2	HET		
chr14	22075645	22996248	920603.0	2	1	DLOH		
chr14	22996744	50022248	27025504.0	2	2	HET		
chr14	50022793	62271706	12248913.0	2	2	HET		
chr14	62273567	107131300	44857733.0	2	2	HET		
chr14	107131839	107289436	157597.0	2	2	HET		
chr15	20004396	22697512	2693116.0	2	2	HET		
chr15	22709257	23261646	552389.0	2	3	ASCNA		
chr15	23261698	23609543	347845.0	2	4	ASCNA		
chr15	23618516	28541236	4922720.0	2	2	HET		
chr15	28543182	28921447	378265.0	2	2	HET		
chr15	28924068	30384290	1460222.0	2	2	NLOH		
chr15	30388498	30711517	323019.0	2	1	DLOH		
chr15	30736747	102443913	71707166.0	2	2	HET		
chr15	102446447	102521242	74795.0	2	4	BCNA		
chr16	61651	14986960	14925309.0	2	2	HET		
chr16	14988868	15121368	132500.0	2	4	ASCNA		
chr16	15121898	16537093	1415195.0	2	2	NLOH		
chr16	16539102	16803311	264209.0	2	3	ASCNA		
chr16	16812139	18168616	1356477.0	2	2	NLOH		
chr16	18174461	18758858	584397.0	2	2	HET		
chr16	18759644	21354286	2594642.0	2	2	NLOH		
chr16	21416252	21597915	181663.0	2	3	ASCNA		
chr16	21598306	22437009	838703.0	2	2	HET		
chr16	22441095	22772203	331108.0	2	3	ASCNA		
chr16	22774526	32077802	9303276.0	2	2	NLOH		
chr16	32093396	34180461	2087065.0	2	2	NLOH		
chr16	34185831	35280683	1094852.0	2	2	HET		
chr16	46387220	46496396	109176.0	2	1	DLOH		
chr16	46524587	52984691	6460104.0	2	2	HET		
chr16	52985555	70154958	17169403.0	2	2	NLOH		
chr16	70155335	70226032	70697.0	2	4	ASCNA		
chr16	70227430	71199643	972213.0	2	2	HET		
chr16	71202344	74390667	3188323.0	2	2	HET		
chr16	74394037	74459806	65769.0	2	4	ASCNA		
chr16	74463271	85437625	10974354.0	2	2	NLOH		
chr16	85437752	85446058	8306.0	2	5	ASCNA		
chr16	85446092	90291063	4844971.0	2	2	NLOH		
chr17	1665	16645623	16643958.0	2	2	HET		
chr17	16649583	16748666	99083.0	2	3	ASCNA		
chr17	16749577	20331025	3581448.0	2	2	HET		
chr17	20331469	21206971	875502.0	2	3	ASCNA		
chr17	21208187	21667940	459753.0	2	3	ASCNA		
chr17	21670341	22261894	591553.0	2	2	HET		
chr17	25263387	25335364	71977.0	2	1	DLOH		
chr17	25336561	36275283	10938722.0	2	2	HET		
chr17	36276623	36349241	72618.0	2	4	ASCNA		
chr17	36354748	43572419	7217671.0	2	2	HET		
chr17	43573061	43704491	131430.0	2	3	ASCNA		
chr17	43705099	44212782	507683.0	2	2	HET		
chr17	44213164	44662558	449394.0	2	3	ASCNA		
chr17	44666792	62828517	18161725.0	2	2	NLOH		
chr17	62834082	62937194	103112.0	2	2	HET		
chr17	62965992	81181190	18215198.0	2	2	HET		
chr18	10094	54111	44017.0	2	4	BCNA		
chr18	55526	10605332	10549806.0	2	2	HET		
chr18	10606781	10617377	10596.0	2	2	HET		
chr18	10618071	14239701	3621630.0	2	2	HET		
chr18	14241064	15312875	1071811.0	2	2	NLOH		
chr18	15313029	15410735	97706.0	2	2	HET		
chr18	18511899	78016234	59504335.0	2	2	HET		
chr19	75041	245343	170302.0	2	2	HET		
chr19	245631	24363250	24117619.0	2	2	HET		
chr19	24364901	24549243	184342.0	2	2	HET		
chr19	24550027	24629328	79301.0	2	2	HET		
chr19	27731953	27898548	166595.0	2	1	DLOH		
chr19	27905210	59118892	31213682.0	2	2	HET		
chr20	68618	25641200	25572582.0	2	2	HET		
chr20	25735346	26139322	403976.0	2	1	DLOH		
chr20	26140489	26319046	178557.0	2	2	HET		
chr20	29419830	29829348	409518.0	2	1	DLOH		
chr20	29829588	62965185	33135597.0	2	2	HET		
chr21	9411500	10637677	1226177.0	2	2	NLOH		
chr21	10637937	10856869	218932.0	2	1	DLOH		
chr21	10857240	11187593	330353.0	2	1	DLOH		
chr21	14338479	14533009	194530.0	2	1	DLOH		
chr21	14533376	47343695	32810319.0	2	2	HET		
chr21	47343966	47344609	643.0	2	6	ASCNA		
chr21	47345637	48117883	772246.0	2	2	HET		
chr22	16050933	16470655	419722.0	2	1	DLOH		
chr22	16488603	17338017	849414.0	2	2	HET		
chr22	17352166	17392625	40459.0	2	3	ASCNA		
chr22	17395434	18667696	1272262.0	2	2	HET		
chr22	18668752	18863465	194713.0	2	3	ASCNA		
chr22	18863520	20311136	1447616.0	2	3	ASCNA		
chr22	20316890	20659317	342427.0	2	1	DLOH		
chr22	20659695	21465226	805531.0	2	2	NLOH		
chr22	21466070	21911333	445263.0	2	2	HET		
chr22	21912061	42897216	20985155.0	2	2	HET		
chr22	42897745	42949187	51442.0	2	4	ASCNA		
chr22	42957288	51237063	8279775.0	2	2	HET		
