chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr12	37856814	62572971	24716157.0	6	6	HET		
chr12	62573723	89547580	26973857.0	6	6	HET		
chr12	89553002	105450810	15897808.0	6	6	HET		
chr12	105451106	109025432	3574326.0	6	6	HET		
chr12	109027008	109268639	241631.0	6	8	BCNA		
chr12	109270506	133840612	24570106.0	6	6	HET		
chr13	19020145	19197011	176866.0	6	6	HET		
chr13	19197436	99865252	80667816.0	6	6	HET		
chr13	99865998	100264083	398085.0	6	9	ASCNA		
chr13	100264493	110654010	10389517.0	6	6	HET		
chr13	110654591	111183528	528937.0	6	8	BCNA		
chr13	111184492	114141648	2957156.0	6	6	HET		
chr13	114142061	115108993	966932.0	6	7	ASCNA		
chr14	19000422	20185033	1184611.0	6	6	HET		
chr14	20189545	20913059	723514.0	6	6	HET		
chr14	20913292	21820669	907377.0	6	6	HET		
chr14	21821821	69203005	47381184.0	6	6	HET		
chr14	69239657	69455915	216258.0	6	8	BCNA		
chr14	69456953	72223365	2766412.0	6	6	HET		
chr14	72223684	106048793	33825109.0	6	6	HET		
chr14	106049449	106186571	137122.0	6	6	HET		
chr14	106186682	107283598	1096916.0	6	6	HET		
chr15	20000275	22175595	2175320.0	6	6	HET		
chr15	22176266	22593954	417688.0	6	6	HET		
chr15	22646632	22747800	101168.0	6	6	HET		
chr15	22749649	28537701	5788052.0	6	6	HET		
chr15	28539008	28924168	385160.0	6	6	HET		
chr15	28939797	63319746	34379949.0	6	6	HET		
chr15	63319972	63366161	46189.0	6	10	BCNA		
chr15	63369571	67340316	3970745.0	6	6	HET		
chr15	67341477	67485101	143624.0	6	10	BCNA		
chr15	67493043	86348851	18855808.0	6	6	NLOH		
chr15	86348869	93330426	6981557.0	6	6	HET		
chr15	93330977	93617790	286813.0	6	8	BCNA		
chr15	93617933	100300375	6682442.0	6	6	HET		
chr15	100301806	102448152	2146346.0	6	6	HET		
chr15	102448740	102521365	72625.0	6	8	ASCNA		
chr16	61076	8610074	8548998.0	6	6	HET		
chr16	8613796	14989420	6375624.0	6	6	HET		
chr16	15006018	15123280	117262.0	6	8	ASCNA		
chr16	15123615	17716318	2592703.0	6	6	HET		
chr16	17716576	21409780	3693204.0	6	6	HET		
chr16	21478136	21566449	88313.0	6	7	ASCNA		
chr16	21567096	22448904	881808.0	6	6	HET		
chr16	22460312	22705722	245410.0	6	6	HET		
chr16	22708778	27176233	4467455.0	6	6	NLOH		
chr16	27176734	31525871	4349137.0	6	6	HET		
chr16	31525960	31990684	464724.0	6	6	HET		
chr16	32005016	33998575	1993559.0	6	6	HET		
chr16	34001571	35284110	1282539.0	6	6	HET		
chr16	46386600	46496396	109796.0	6	6	HET		
chr16	46499346	70156418	23657072.0	6	6	HET		
chr16	70156806	70239104	82298.0	6	6	HET		
chr16	70239253	74379973	4140720.0	6	6	HET		
chr16	74386122	74463355	77233.0	6	6	HET		
chr16	74463883	90292766	15828883.0	6	6	HET		
chr17	1869	21199991	21198122.0	6	6	HET		
chr17	21200253	21566458	366205.0	6	6	HET		
chr17	21667946	22261804	593858.0	6	5	HET		
chr17	25263790	25335495	71705.0	6	6	HET		
chr17	25335970	36249249	10913279.0	6	6	HET		
chr17	36249430	36407062	157632.0	6	6	HET		
chr17	36411405	39238565	2827160.0	6	6	HET		
chr17	39241795	39260374	18579.0	6	6	HET		
chr17	39262753	49570481	10307728.0	6	6	HET		
chr17	49575675	81169965	31594290.0	6	6	HET		
chr18	10094	22631	12537.0	6	10	BCNA		
chr18	23457	15410735	15387278.0	6	6	HET		
chr18	18511823	25527752	7015929.0	6	6	HET		
chr18	25528530	25752582	224052.0	6	7	ASCNA		
chr18	25756687	78015057	52258370.0	6	6	HET		
chr19	80833	24618824	24537991.0	6	6	NLOH		
chr19	27731953	27824423	92470.0	6	7	ASCNA		
chr19	27830066	27886734	56668.0	6	6	HET		
chr19	27887247	45893934	18006687.0	6	6	HET		
chr19	45894349	46028354	134005.0	6	9	ASCNA		
chr19	46028853	56245327	10216474.0	6	6	HET		
chr19	56246520	57693175	1446655.0	6	6	HET		
chr19	57695732	59049961	1354229.0	6	6	HET		
chr19	59050543	59118890	68347.0	6	8	BCNA		
chr20	63231	26319418	26256187.0	6	6	HET		
chr20	29419947	29653711	233764.0	6	5	HET		
chr20	29653725	34244829	4591104.0	6	6	HET		
chr20	34245379	34385211	139832.0	6	8	BCNA		
chr20	34391052	52176338	17785286.0	6	6	HET		
chr20	52176395	62965185	10788790.0	6	6	HET		
chr21	9411327	11187606	1776279.0	6	6	HET		
chr21	14340319	14591861	251542.0	6	6	HET		
chr21	14592705	15243339	650634.0	6	6	HET		
chr21	15243726	15272613	28887.0	6	6	HET		
chr21	15272758	34356880	19084122.0	6	6	HET		
chr21	34359044	36139023	1779979.0	6	7	ASCNA		
chr21	36146806	36423280	276474.0	6	8	BCNA		
chr21	36424489	48119616	11695127.0	6	6	HET		
chr22	16050822	17048803	997981.0	6	6	HET		
chr22	17076273	36611382	19535109.0	6	6	HET		
chr22	36611863	36833819	221956.0	6	10	BCNA		
chr22	36834538	45548617	8714079.0	6	6	HET		
chr22	45549274	51241348	5692074.0	6	6	HET		
