chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr7	63643897	102479596	38835699.0	2	2	HET		
chr7	102482490	102672326	189836.0	2	1	DLOH		
chr7	102674073	144276089	41602016.0	2	2	HET		
chr7	144280640	144345064	64424.0	2	4	ASCNA		
chr7	144357425	159329969	14972544.0	2	2	HET		
chr8	76939	7193352	7116413.0	2	2	HET		
chr8	7205902	8198866	992964.0	2	3	ASCNA		
chr8	8202853	12116922	3914069.0	2	2	HET		
chr8	12117616	12612295	494679.0	2	2	HET		
chr8	12612932	43965316	31352384.0	2	2	HET		
chr8	43972466	45539802	1567336.0	2	3	ASCNA		
chr8	45706730	45959234	252504.0	2	2	HET		
chr8	45965113	145067348	99102235.0	2	2	HET		
chr9	11720	125096	113376.0	2	4	ASCNA		
chr9	135785	38830441	38694656.0	2	2	HET		
chr9	38831765	41543647	2711882.0	2	2	HET		
chr9	41545168	41928016	382848.0	2	3	ASCNA		
chr9	41930341	43491159	1560818.0	2	2	HET		
chr9	43559113	45510365	1951252.0	2	2	HET		
chr9	60521214	138236561	77715347.0	2	2	HET		
chr10	10374	39569086	39558712.0	2	2	HET		
chr10	39569244	40186408	617164.0	2	3	ASCNA		
chr10	40268439	41710810	1442371.0	2	3	ASCNA		
chr10	41711272	41861667	150395.0	2	2	HET		
chr10	41861853	42284285	422432.0	2	3	ASCNA		
chr10	42287405	46342701	4055296.0	2	2	HET		
chr10	46343184	46939279	596095.0	2	3	ASCNA		
chr10	46939672	47525966	586294.0	2	2	NLOH		
chr10	47527098	48155767	628669.0	2	2	HET		
chr10	48169024	49893756	1724732.0	2	2	HET		
chr10	49896410	133571799	83675389.0	2	2	HET		
chr10	133571835	133785901	214066.0	2	3	ASCNA		
chr11	102905	196606	93701.0	2	3	ASCNA		
chr11	196776	51247660	51050884.0	2	2	HET		
chr11	51253830	53634936	2381106.0	2	2	NLOH		
chr11	53716582	54538774	822192.0	2	2	HET		
chr11	54539167	89746649	35207482.0	2	2	HET		
chr11	89746766	90095371	348605.0	2	2	HET		
chr11	90096445	135075816	44979371.0	2	2	HET		
chr12	12749	3612848	3600099.0	2	2	NLOH		
chr12	3882626	13035523	9152897.0	2	2	HET		
chr12	13049874	14251347	1201473.0	2	2	HET		
chr12	14473292	35781134	21307842.0	2	2	HET		
chr12	35801806	40187656	4385850.0	2	2	HET		
chr12	40395230	118448697	78053467.0	2	2	HET		
chr12	118450926	118468735	17809.0	2	2	NLOH		
chr12	118469052	133254733	14785681.0	2	2	HET		
chr13	18171585	112279170	94107585.0	2	2	HET		
chr13	112279600	112309384	29784.0	2	4	ASCNA		
chr13	112309905	114352616	2042711.0	2	2	HET		
chr14	16023334	16095851	72517.0	2	2	HET		
chr14	18223945	19959465	1735520.0	2	2	HET		
chr14	19961378	106253824	86292446.0	2	2	HET		
chr14	106260844	106367588	106744.0	2	2	HET		
chr14	106368110	106882543	514433.0	2	2	HET		
chr15	17010320	18911059	1900739.0	2	2	HET		
chr15	19027761	23137552	4109791.0	2	2	HET		
chr15	23149954	23363859	213905.0	2	3	ASCNA		
chr15	23364391	28301699	4937308.0	2	2	HET		
chr15	28303179	28715099	411920.0	2	3	ASCNA		
chr15	28716058	30079847	1363789.0	2	2	NLOH		
chr15	30096977	30556412	459435.0	2	2	HET		
chr15	30558560	32240135	1681575.0	2	2	NLOH		
chr15	32244787	32607333	362546.0	2	2	HET		
chr15	32608094	82426992	49818898.0	2	2	HET		
chr15	82427430	82523985	96555.0	2	2	HET		
chr15	82526524	101977318	19450794.0	2	2	HET		
chr16	18879	14659146	14640267.0	2	2	HET		
chr16	14659402	15025953	366551.0	2	2	HET		
chr16	15027111	16263154	1236043.0	2	2	HET		
chr16	16272759	16755823	483064.0	2	2	HET		
chr16	16758110	18091287	1333177.0	2	2	NLOH		
chr16	18096568	18799483	702915.0	2	2	HET		
chr16	18818977	21376789	2557812.0	2	2	NLOH		
chr16	21377191	22698442	1321251.0	2	3	ASCNA		
chr16	22703259	31938220	9234961.0	2	2	HET		
chr16	31954673	34012070	2057397.0	2	2	HET		
chr16	34012614	36416699	2404085.0	2	2	HET		
chr16	36664897	38129874	1464977.0	2	3	ASCNA		
chr16	38172554	71160167	32987613.0	2	2	HET		
chr16	71161232	81765828	10604596.0	2	2	HET		
chr16	82113376	90226065	8112689.0	2	2	HET		
chr17	84686	16579774	16495088.0	2	2	NLOH		
chr17	16753226	16849719	96493.0	2	3	ASCNA		
chr17	16852677	18421737	1569060.0	2	2	HET		
chr17	18422556	18619321	196765.0	2	3	ASCNA		
chr17	18619976	22745085	4125109.0	2	2	HET		
chr17	22745505	23184766	439261.0	2	2	HET		
chr17	24067234	26627479	2560245.0	2	3	ASCNA		
chr17	26628938	26938913	309975.0	2	2	HET		
chr17	26939208	26976475	37267.0	2	3	ASCNA		
chr17	26976500	36041641	9065141.0	2	2	HET		
chr17	36042752	36441419	398667.0	2	3	ASCNA		
chr17	36441523	45496053	9054530.0	2	2	HET		
chr17	45496226	45614972	118746.0	2	3	ASCNA		
chr17	45615569	46135416	519847.0	2	2	HET		
chr17	46136346	46675659	539313.0	2	3	ASCNA		
chr17	46675774	83243883	36568109.0	2	2	HET		
chr18	14148	15400269	15386121.0	2	2	HET		
chr18	15404928	17167144	1762216.0	2	3	ASCNA		
chr18	17213785	20934157	3720372.0	2	2	HET		
chr18	20939093	80239505	59300412.0	2	2	HET		
chr19	60849	228727	167878.0	2	3	ASCNA		
chr19	229783	12402191	12172408.0	2	2	HET		
chr19	12402880	12437680	34800.0	2	4	ASCNA		
chr19	12438467	24407857	11969390.0	2	2	HET		
chr19	24408541	26427012	2018471.0	2	2	HET		
chr19	27252537	27414126	161589.0	2	3	ASCNA		
chr19	27419642	54736240	27316598.0	2	2	HET		
chr19	54736515	54762633	26118.0	2	4	ASCNA		
chr19	54762750	58596564	3833814.0	2	2	HET		
chr20	68303	26497439	26429136.0	2	2	HET		
chr20	26506432	27386919	880487.0	2	2	HET		
chr20	27533137	64333013	36799876.0	2	2	HET		
chr21	5067300	13199792	8132492.0	2	2	HET		
chr21	13201759	34858862	21657103.0	2	2	HET		
chr21	34859859	34902639	42780.0	2	1	DLOH		
chr21	34932462	46699658	11767196.0	2	2	HET		
chr22	10511116	12904705	2393589.0	2	2	HET		
chr22	15158090	15953042	794952.0	2	2	HET		
chr22	15953100	18184900	2231800.0	2	2	HET		
chr22	18186371	18892465	706094.0	2	2	HET		
chr22	18892703	21111781	2219078.0	2	2	HET		
chr22	21111899	21544764	432865.0	2	2	HET		
chr22	21561592	50807650	29246058.0	2	2	NLOH		
