chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr11	54794237	134945710	2	1	1	2	0.99	HET
chr12	60076	156552	2	1	1	2	0.99	HET
chr12	158499	7997202	2	2	0	2	0.99	NLOH
chr12	7997422	8123306	3	2	1	2	0.99	ASCNA
chr12	8125089	34856380	2	2	0	2	0.99	NLOH
chr12	37856814	133841538	2	1	1	2	0.99	HET
chr13	19020917	115108993	2	1	1	2	0.99	HET
chr14	19000422	20415946	2	1	1	2	0.99	HET
chr14	20416974	106784631	2	1	1	2	0.99	HET
chr14	106785288	106942896	3	2	1	2	0.99	ASCNA
chr14	106943565	107262831	2	1	1	2	0.99	HET
chr15	20000464	22593954	2	1	1	2	0.99	HET
chr15	22595595	23726200	2	1	1	2	0.99	HET
chr15	23728566	28469161	2	2	0	2	0.99	NLOH
chr15	28490712	28951106	3	2	1	2	0.99	ASCNA
chr15	28954976	102520794	2	1	1	2	0.99	HET
chr16	61076	21390098	2	1	1	2	0.99	HET
chr16	21400075	21562195	4	3	1	2	0.99	ASCNA
chr16	21567858	22558665	2	1	1	2	0.99	HET
chr16	22559693	22693057	3	2	1	2	0.99	ASCNA
chr16	22693428	32052886	2	1	1	2	0.99	HET
chr16	32094076	34181473	2	1	1	2	0.99	HET
chr16	34186604	35278386	2	1	1	2	0.99	HET
chr16	46386589	46496396	3	2	1	2	0.99	ASCNA
chr16	46498273	90291063	2	1	1	2	0.99	HET
chr17	5687	21208349	2	1	1	2	0.99	HET
chr17	21208640	21675814	3	2	1	2	0.99	ASCNA
chr17	21702852	22261804	2	1	1	2	0.99	HET
chr17	25264734	25336561	3	2	1	2	0.99	ASCNA
chr17	25337761	81185372	2	1	1	2	0.99	HET
chr18	10147	48476	3	2	1	2	0.99	ASCNA
chr18	49034	15410653	2	2	0	2	0.99	NLOH
chr18	18511899	78009148	2	1	1	2	0.99	HET
chr19	81769	24628707	2	1	1	2	0.99	HET
chr19	27731953	27889311	3	2	1	2	0.99	ASCNA
chr19	27897008	53936144	2	1	1	2	0.99	HET
chr19	53936537	54006497	3	2	1	2	0.99	ASCNA
chr19	54013301	59118903	2	1	1	2	0.99	HET
chr20	61098	25715507	2	1	1	2	0.99	HET
chr20	25715607	26311312	2	1	1	2	0.99	HET
chr20	29419947	29653620	3	2	1	2	0.99	ASCNA
chr20	29653681	62965185	2	1	1	2	0.99	HET
chr21	9411500	11187700	2	1	1	2	0.99	HET
chr21	14338173	48119777	2	1	1	2	0.99	HET
chr22	16051347	36632664	2	1	1	2	0.99	HET
chr22	36633994	36819273	2	1	1	2	0.99	HET
chr22	36820029	51242557	2	1	1	2	0.99	HET
