chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr5	143166322	143167638	14	13	1	6	0.92	ASCNA
chr5	143168119	143937685	6	6	0	6	0.92	NLOH
chr5	144053650	144588586	6	6	0	6	0.92	NLOH
chr5	144615251	144930269	6	6	0	6	0.92	NLOH
chr5	144930968	145197008	6	6	0	6	0.92	NLOH
chr5	145245056	145546417	6	6	0	6	0.92	NLOH
chr5	145547839	145554075	4	4	0	6	0.92	DLOH
chr5	145554549	146326153	6	6	0	6	0.92	NLOH
chr5	146355689	146502024	6	6	0	6	0.92	NLOH
chr5	146514662	147217823	6	6	0	6	0.92	NLOH
chr5	147218813	147231997	5	5	0	6	0.92	DLOH
chr5	147232980	150028651	6	6	0	6	0.92	NLOH
chr5	150033470	150216234	6	6	0	6	0.92	NLOH
chr5	150226722	150671444	6	6	0	6	0.92	NLOH
chr5	150671948	150681872	6	6	0	6	0.92	NLOH
chr5	150682308	153493928	6	6	0	6	0.92	NLOH
chr5	153494239	153667475	6	6	0	6	0.92	NLOH
chr5	153840472	157788256	6	6	0	6	0.92	NLOH
chr5	157795647	158065167	6	6	0	6	0.92	NLOH
chr5	158066563	159329699	6	6	0	6	0.92	NLOH
chr5	159331102	159390877	6	5	1	6	0.92	HET
chr5	159394723	162695493	6	6	0	6	0.92	NLOH
chr5	162698878	162714173	11	10	1	6	0.92	ASCNA
chr5	162714421	165453443	6	6	0	6	0.92	NLOH
chr5	165453819	165609374	6	6	0	6	0.92	NLOH
chr5	165629302	166104600	6	6	0	6	0.92	NLOH
chr5	166110214	166192505	6	6	0	6	0.92	NLOH
chr5	166193060	167579022	6	6	0	6	0.92	NLOH
chr5	167579250	167589028	14	13	1	6	0.92	ASCNA
chr5	167589932	170374822	6	6	0	6	0.92	NLOH
chr5	170412056	170737738	6	6	0	6	0.92	NLOH
chr5	170747741	170916337	6	6	0	6	0.92	NLOH
chr5	170933025	171063186	6	6	0	6	0.92	NLOH
chr5	171063890	172215193	6	6	0	6	0.92	NLOH
chr5	172215878	172232521	10	9	1	6	0.92	ASCNA
chr5	172234171	173440994	6	6	0	6	0.92	NLOH
chr5	173442413	173447168	6	3	3	6	0.92	HET
chr5	173447368	174310312	6	6	0	6	0.92	NLOH
chr5	174313014	174317881	12	11	1	6	0.92	ASCNA
chr5	174320627	175328879	6	6	0	6	0.92	NLOH
chr5	175337075	175359361	9	5	4	6	0.92	ASCNA
chr5	175360508	175372074	5	3	2	6	0.92	HET
chr5	175379240	175395764	4	4	0	6	0.92	DLOH
chr5	175397891	175450255	6	3	3	6	0.92	HET
chr5	175456338	175472134	6	3	3	6	0.92	HET
chr5	175476944	175614062	6	6	0	6	0.92	NLOH
chr5	175614523	175623937	6	3	3	6	0.92	HET
chr5	175624976	177089866	6	6	0	6	0.92	NLOH
chr5	177091192	177271583	6	6	0	6	0.92	NLOH
chr5	177273176	177307248	6	3	3	6	0.92	HET
chr5	177308579	177353702	6	6	0	6	0.92	NLOH
chr5	177354317	177357447	6	3	3	6	0.92	HET
chr5	177357569	178864168	6	6	0	6	0.92	NLOH
chr5	178876467	178948444	5	3	2	6	0.92	HET
chr5	178960561	180025674	7	7	0	6	0.92	ASCNA
chr5	180026672	180042827	8	4	4	6	0.92	BCNA
chr5	180048972	180707974	7	7	0	6	0.92	ASCNA
chr5	180708737	180900823	8	4	4	6	0.92	BCNA
chr6	184125	382246	6	4	2	6	0.92	HET
chr6	382537	57368762	6	3	3	6	0.92	HET
chr6	57369703	57567344	6	4	2	6	0.92	HET
chr6	57573073	58779097	6	3	3	6	0.92	HET
chr6	61884216	170920196	6	3	3	6	0.92	HET
chr6	170921546	171049289	8	4	4	6	0.92	BCNA
chr7	22118	231755	4	4	0	6	0.92	DLOH
chr7	286178	308913	6	4	2	6	0.92	HET
chr7	308942	939630	3	3	0	6	0.92	DLOH
chr7	945138	950652	3	2	1	6	0.92	HET
chr7	952789	1266531	3	3	0	6	0.92	DLOH
chr7	1287685	1343457	4	2	2	6	0.92	HET
chr7	1344974	5965214	3	3	0	6	0.92	DLOH
chr7	5965287	6018652	4	2	2	6	0.92	HET
chr7	6019224	6777369	3	3	0	6	0.92	DLOH
chr7	6778102	6861684	3	3	0	6	0.92	DLOH
chr7	6861880	26247200	3	3	0	6	0.92	DLOH
chr7	26251843	26273110	4	2	2	6	0.92	HET
chr7	26277561	38971450	3	3	0	6	0.92	DLOH
chr7	39003424	39092262	3	3	0	6	0.92	DLOH
chr7	39093928	40030488	3	3	0	6	0.92	DLOH
chr7	40031764	40053748	3	3	0	6	0.92	DLOH
chr7	40054784	41516453	3	3	0	6	0.92	DLOH
chr7	41521053	41609934	3	3	0	6	0.92	DLOH
chr7	41627933	56936402	3	3	0	6	0.92	DLOH
chr7	56938798	57119384	3	3	0	6	0.92	DLOH
chr7	57119895	57153136	4	4	0	6	0.92	DLOH
chr7	57153732	57601288	3	3	0	6	0.92	DLOH
chr7	57607914	57711319	4	2	2	6	0.92	HET
chr7	57714570	57776575	5	3	2	6	0.92	HET
chr7	57780562	57883835	3	3	0	6	0.92	DLOH
chr7	57885807	57929408	5	3	2	6	0.92	HET
chr7	57930375	58049414	3	3	0	6	0.92	DLOH
chr7	61054411	61526427	4	2	2	6	0.92	HET
chr7	61526833	61538184	2	1	1	6	0.92	HET
chr7	61539227	61802841	3	3	0	6	0.92	DLOH
chr7	61803766	61848790	4	2	2	6	0.92	HET
chr7	61850136	61857664	3	3	0	6	0.92	DLOH
chr7	61857954	61915856	4	2	2	6	0.92	HET
chr7	61968392	62946693	3	3	0	6	0.92	DLOH
chr7	62948372	63085341	3	3	0	6	0.92	DLOH
chr7	63087008	64906113	3	3	0	6	0.92	DLOH
chr7	64954026	65257912	4	3	1	6	0.92	HET
chr7	65258531	71182042	3	3	0	6	0.92	DLOH
chr7	71182236	71190423	3	3	0	6	0.92	DLOH
chr7	71190812	74490896	3	3	0	6	0.92	DLOH
chr7	74491445	75042445	4	2	2	6	0.92	HET
chr7	75047550	76053515	3	3	0	6	0.92	DLOH
chr7	76054195	76131586	3	3	0	6	0.92	DLOH
chr7	76132270	76575769	3	3	0	6	0.92	DLOH
chr7	76576152	76698782	4	2	2	6	0.92	HET
chr7	76699996	93683737	3	3	0	6	0.92	DLOH
chr7	93685906	94021475	3	2	1	6	0.92	HET
chr7	94022415	100546342	3	3	0	6	0.92	DLOH
chr7	100549787	100614566	2	1	1	6	0.92	HET
chr7	100614740	100679366	3	3	0	6	0.92	DLOH
chr7	100706975	100828392	4	2	2	6	0.92	HET
chr7	100848953	102122620	3	3	0	6	0.92	DLOH
chr7	102125217	102318751	3	2	1	6	0.92	HET
chr7	102332238	102401253	3	3	0	6	0.92	DLOH
chr7	102406570	102739865	4	2	2	6	0.92	HET
chr7	102811834	109002848	3	3	0	6	0.92	DLOH
chr7	109029000	109087857	4	3	1	6	0.92	HET
chr7	109089233	131466070	3	3	0	6	0.92	DLOH
chr7	131466250	131530989	5	4	1	6	0.92	HET
chr7	131551888	142473466	3	3	0	6	0.92	DLOH
chr7	142475462	142487745	6	3	3	6	0.92	HET
chr7	142487836	143183987	3	3	0	6	0.92	DLOH
chr7	143222334	143563685	4	3	1	6	0.92	HET
chr7	143572286	143884103	3	3	0	6	0.92	DLOH
chr7	143888445	144057018	4	2	2	6	0.92	HET
chr7	144070973	149692792	3	3	0	6	0.92	DLOH
chr7	149692876	149702486	6	5	1	6	0.92	HET
chr7	149702692	149723524	3	3	0	6	0.92	DLOH
chr7	149725582	149736771	4	2	2	6	0.92	HET
chr7	149738777	151893695	3	3	0	6	0.92	DLOH
chr7	151907327	152101023	4	2	2	6	0.92	HET
chr7	152101082	152113296	5	3	2	6	0.92	HET
chr7	152123280	153839051	3	3	0	6	0.92	DLOH
chr7	153844759	153860964	3	3	0	6	0.92	DLOH
chr7	153867574	155119981	3	3	0	6	0.92	DLOH
chr7	155120362	155122389	9	8	1	6	0.92	ASCNA
chr7	155123454	157679279	3	3	0	6	0.92	DLOH
chr7	157679538	157726545	4	2	2	6	0.92	HET
chr7	157729109	157936992	3	3	0	6	0.92	DLOH
chr7	157937661	157981224	4	3	1	6	0.92	HET
chr7	157992083	158122287	4	4	0	6	0.92	DLOH
chr7	158122640	158178830	4	4	0	6	0.92	DLOH
chr7	158217482	158251960	3	3	0	6	0.92	DLOH
chr7	158251995	158314917	4	4	0	6	0.92	DLOH
chr7	158316235	159128019	4	4	0	6	0.92	DLOH
chr8	10346	103116	10	5	5	6	0.92	BCNA
chr8	107764	2194747	6	3	3	6	0.92	HET
chr8	2195899	2222894	6	3	3	6	0.92	HET
chr8	2223217	7394284	6	5	1	6	0.92	HET
chr8	7398650	8099618	7	4	3	6	0.92	ASCNA
chr8	8102749	12290339	6	5	1	6	0.92	HET
chr8	12305360	12470054	8	6	2	6	0.92	ASCNA
chr8	12470139	43836979	6	3	3	6	0.92	HET
chr8	46839832	146300287	6	3	3	6	0.92	HET
chr9	14690	107979	8	4	4	6	0.92	BCNA
chr9	108706	13037975	6	3	3	6	0.92	HET
chr9	13038237	13043756	5	4	1	6	0.92	HET
chr9	13045483	38821791	6	3	3	6	0.92	HET
chr9	38822350	47259049	6	3	3	6	0.92	HET
chr9	65474794	141122709	6	3	3	6	0.92	HET
chr10	62082	39154721	6	3	3	6	0.92	HET
chr10	42355156	42532976	6	3	3	6	0.92	HET
chr10	42533503	42783187	6	4	2	6	0.92	HET
chr10	42783481	46165215	6	3	3	6	0.92	HET
chr10	46178887	47131512	6	3	3	6	0.92	HET
chr10	47131677	135524695	6	3	3	6	0.92	HET
chr11	135029	195009	8	4	4	6	0.92	BCNA
chr11	195037	31126745	6	3	3	6	0.92	HET
chr11	31128152	33042363	3	3	0	6	0.92	DLOH
chr11	33056821	51576530	6	3	3	6	0.92	HET
chr11	51576856	51592655	8	6	2	6	0.92	ASCNA
chr11	54720063	134881173	6	3	3	6	0.92	HET
chr11	134882534	134945710	10	5	5	6	0.92	BCNA
chr12	62122	172654	8	5	3	6	0.92	ASCNA
chr12	175824	34855589	6	3	3	6	0.92	HET
chr12	37857819	133840538	6	3	3	6	0.92	HET
chr13	19020627	19119150	6	4	2	6	0.92	HET
chr13	19120328	115042741	6	3	3	6	0.92	HET
chr13	115043016	115108598	8	4	4	6	0.92	BCNA
chr14	19000820	20191939	6	3	3	6	0.92	HET
chr14	20192744	106784240	6	3	3	6	0.92	HET
chr14	106785684	106941340	6	3	3	6	0.92	HET
chr14	106941473	107288377	6	5	1	6	0.92	HET
chr15	20004396	22480942	6	4	2	6	0.92	HET
chr15	22481711	102401300	6	3	3	6	0.92	HET
chr15	102401912	102520788	7	5	2	6	0.92	ASCNA
chr16	61076	18974506	6	3	3	6	0.92	HET
chr16	18975487	22463679	6	5	1	6	0.92	HET
chr16	22490743	22709763	6	4	2	6	0.92	HET
chr16	22709923	31997053	6	3	3	6	0.92	HET
chr16	32006348	34190042	6	4	2	6	0.92	HET
chr16	34190694	35282052	5	4	1	6	0.92	HET
chr16	46386589	46499085	5	3	2	6	0.92	HET
chr16	46502812	74396690	6	3	3	6	0.92	HET
chr16	74396802	74463043	5	3	2	6	0.92	HET
chr16	74465396	90291063	6	5	1	6	0.92	HET
chr17	16252	16647853	6	5	1	6	0.92	HET
chr17	16648350	16802831	7	5	2	6	0.92	ASCNA
chr17	16813994	21195080	6	6	0	6	0.92	NLOH
chr17	21195404	21352867	6	4	2	6	0.92	HET
chr17	21353059	22262885	6	4	2	6	0.92	HET
chr17	25263372	25334868	6	4	2	6	0.92	HET
chr17	25335364	36276688	6	3	3	6	0.92	HET
chr17	36298176	36573094	6	4	2	6	0.92	HET
chr17	36573806	44163809	6	5	1	6	0.92	HET
chr17	44164583	44363740	6	4	2	6	0.92	HET
chr17	44368776	81185372	6	3	3	6	0.92	HET
chr18	10241	49147	10	5	5	6	0.92	BCNA
chr18	49639	15159978	6	3	3	6	0.92	HET
chr18	15160635	15410735	6	3	3	6	0.92	HET
chr18	18514118	78008748	6	3	3	6	0.92	HET
chr19	80833	24628707	6	3	3	6	0.92	HET
chr19	27731953	27827008	5	4	1	6	0.92	HET
chr19	27830321	27888536	6	4	2	6	0.92	HET
chr19	27888844	59027672	6	3	3	6	0.92	HET
chr19	59029306	59118905	10	5	5	6	0.92	BCNA
chr20	61795	26304800	6	6	0	6	0.92	NLOH
chr20	29419830	29653711	6	3	3	6	0.92	HET
chr20	29653725	62963102	6	3	3	6	0.92	HET
chr21	9411327	10889186	6	4	2	6	0.92	HET
chr21	10889333	11187432	6	4	2	6	0.92	HET
chr21	14339377	14532979	7	5	2	6	0.92	ASCNA
chr21	14533284	48117459	6	3	3	6	0.92	HET
chr22	16050353	16477881	6	3	3	6	0.92	HET
chr22	16489239	21470917	6	5	1	6	0.92	HET
chr22	21477072	21710163	7	5	2	6	0.92	ASCNA
chr22	21710267	51224718	6	3	3	6	0.92	HET
