chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr6	381030	57368316	56987286.0	2	2	HET		
chr6	57368626	57591866	223240.0	2	3	ASCNA		
chr6	57592387	58779097	1186710.0	2	2	HET		
chr6	61889263	163824437	101935174.0	2	2	HET		
chr6	163829210	164013617	184407.0	2	2	HET		
chr6	164014247	171051157	7036910.0	2	2	HET		
chr7	23987	56802114	56778127.0	2	2	HET		
chr7	56802147	58051712	1249565.0	2	2	HET		
chr7	61054411	62985237	1930826.0	2	2	HET		
chr7	62985427	63202238	216811.0	2	3	ASCNA		
chr7	63202887	76575322	13372435.0	2	2	NLOH		
chr7	76576152	76691515	115363.0	2	3	ASCNA		
chr7	76693181	134422606	57729425.0	2	2	HET		
chr7	134422826	134659326	236500.0	2	5	ASCNA		
chr7	134659750	155360306	20700556.0	2	2	HET		
chr7	155361927	159128173	3766246.0	2	2	HET		
chr8	30600	430705	400105.0	2	3	ASCNA		
chr8	435298	2184700	1749402.0	2	2	HET		
chr8	2185141	2278214	93073.0	2	4	ASCNA		
chr8	2279055	7053215	4774160.0	2	2	HET		
chr8	7054636	8103782	1049146.0	2	3	ASCNA		
chr8	8106013	12036691	3930678.0	2	2	HET		
chr8	12036941	12455910	418969.0	2	2	HET		
chr8	12455995	43838797	31382802.0	2	2	HET		
chr8	46839508	142003054	95163546.0	2	2	HET		
chr8	142003311	146301113	4297802.0	2	2	NLOH		
chr9	11754	47254684	47242930.0	2	2	HET		
chr9	65596961	70968923	5371962.0	2	2	HET		
chr9	70970938	141127818	70156880.0	2	2	HET		
chr10	61419	39077015	39015596.0	2	2	HET		
chr10	39078044	39154721	76677.0	2	2	HET		
chr10	42355156	46652858	4297702.0	2	2	HET		
chr10	46688649	127572336	80883687.0	2	2	HET		
chr10	127575108	127591696	16588.0	2	5	ASCNA		
chr10	127592178	135524334	7932156.0	2	2	HET		
chr11	148022	4254055	4106033.0	2	2	HET		
chr11	4254298	4384932	130634.0	2	3	ASCNA		
chr11	4385671	17380562	12994891.0	2	2	HET		
chr11	17382004	51592404	34210400.0	2	2	HET		
chr11	54750039	89511527	34761488.0	2	2	HET		
chr11	89515538	89830202	314664.0	2	2	HET		
chr11	89831306	117148105	27316799.0	2	2	HET		
chr11	117152540	134945419	17792879.0	2	2	HET		
chr12	61161	34566108	34504947.0	2	2	HET		
chr12	34566149	34856579	290430.0	2	2	HET		
chr12	37856765	37989970	133205.0	2	5	ASCNA		
chr12	37990154	133840423	95850269.0	2	2	HET		
chr13	19020776	19148119	127343.0	2	3	ASCNA		
chr13	19149334	115105996	95956662.0	2	2	HET		
chr14	19000422	20253150	1252728.0	2	2	HET		
chr14	20253770	106037350	85783580.0	2	2	HET		
chr14	106037626	106306841	269215.0	2	3	ASCNA		
chr14	106307432	107288377	980945.0	2	2	HET		
chr15	20000406	22709637	2709231.0	2	2	HET		
chr15	22709782	30373531	7663749.0	2	2	HET		
chr15	30388574	30813883	425309.0	2	3	ASCNA		
chr15	30814280	34734549	3920269.0	2	2	HET		
chr15	34736417	34869268	132851.0	2	3	ASCNA		
chr15	34869534	81012498	46142964.0	2	2	HET		
chr15	81013067	81310475	297408.0	2	2	HET		
chr15	81311246	102283708	20972462.0	2	2	HET		
chr15	102284597	102521242	236645.0	2	2	HET		
chr16	67592	16277683	16210091.0	2	2	NLOH		
chr16	16278981	16843870	564889.0	2	3	ASCNA		
chr16	16844910	18233283	1388373.0	2	2	HET		
chr16	18237804	18767702	529898.0	2	3	ASCNA		
chr16	18767905	21513372	2745467.0	2	2	HET		
chr16	21513431	21588597	75166.0	2	4	ASCNA		
chr16	21592132	22474483	882351.0	2	3	ASCNA		
chr16	22490830	22708778	217948.0	2	3	ASCNA		
chr16	22710738	32034042	9323304.0	2	2	HET		
chr16	32034090	33998575	1964485.0	2	2	HET		
chr16	34006640	35281776	1275136.0	2	2	HET		
chr16	46386658	46480849	94191.0	2	3	ASCNA		
chr16	46482014	74392265	27910251.0	2	2	HET		
chr16	74394037	74464926	70889.0	2	3	ASCNA		
chr16	74465396	90232846	15767450.0	2	2	HET		
chr16	90234079	90276099	42020.0	2	4	ASCNA		
chr17	1397	18314830	18313433.0	2	2	NLOH		
chr17	18314964	18511588	196624.0	2	3	ASCNA		
chr17	18512137	21195670	2683533.0	2	2	HET		
chr17	21195995	21565850	369855.0	2	3	ASCNA		
chr17	21565860	22261894	696034.0	2	2	HET		
chr17	25263198	25335697	72499.0	2	3	ASCNA		
chr17	25335832	34436532	9100700.0	2	2	HET		
chr17	34436738	34815551	378813.0	2	3	ASCNA		
chr17	34816068	36199644	1383576.0	2	2	NLOH		
chr17	36230367	81158897	44928530.0	2	2	HET		
chr18	10147	48371	38224.0	2	3	ASCNA		
chr18	53322	14436988	14383666.0	2	2	HET		
chr18	14436993	15410350	973357.0	2	3	ASCNA		
chr18	18511823	78016234	59504411.0	2	2	HET		
chr19	90868	8858312	8767444.0	2	2	HET		
chr19	8863343	8890570	27227.0	2	5	ASCNA		
chr19	8898736	24513395	15614659.0	2	2	HET		
chr19	24513490	24620633	107143.0	2	2	HET		
chr19	27731953	27888844	156891.0	2	3	ASCNA		
chr19	27890096	28125638	235542.0	2	2	HET		
chr19	28125898	59117874	30991976.0	2	2	HET		
chr20	61795	25734798	25673003.0	2	2	HET		
chr20	25735289	26256161	520872.0	2	2	HET		
chr20	29419790	29653725	233935.0	2	2	HET		
chr20	29804293	62964123	33159830.0	2	2	HET		
chr21	9412269	10775715	1363446.0	2	2	HET		
chr21	10775982	10860469	84487.0	2	3	ASCNA		
chr21	10860678	11187593	326915.0	2	3	ASCNA		
chr21	14340386	14574457	234071.0	2	3	ASCNA		
chr21	14576374	48119426	33543052.0	2	2	HET		
chr22	16050783	17276523	1225740.0	2	2	HET		
chr22	17278454	18651172	1372718.0	2	2	HET		
chr22	18651546	18869299	217753.0	2	3	ASCNA		
chr22	18871273	21469233	2597960.0	2	2	NLOH		
chr22	21469235	21778798	309563.0	2	3	ASCNA		
chr22	21807624	36620336	14812712.0	2	2	HET		
chr22	36621613	36833761	212148.0	2	2	HET		
chr22	36835082	51239664	14404582.0	2	2	HET		
