chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr4	95598635	190527717	2	1	1	2	0.11	HET
chr4	190531897	191043871	8	8	0	2	0.11	ASCNA
chr5	11582	694079	19	19	0	2	0.11	ASCNA
chr5	694334	835204	9	9	0	2	0.11	ASCNA
chr5	837447	14135583	2	1	1	2	0.11	HET
chr5	14136404	14371357	7	4	3	2	0.11	ASCNA
chr5	14387248	21477523	2	1	1	2	0.11	HET
chr5	21478101	21522745	4	3	1	2	0.11	ASCNA
chr5	21523548	46405572	2	1	1	2	0.11	HET
chr5	49405845	49440841	10	10	0	2	0.11	ASCNA
chr5	49440893	68929183	2	1	1	2	0.11	HET
chr5	68929552	70655948	3	3	0	2	0.11	ASCNA
chr5	70656089	175361176	2	1	1	2	0.11	HET
chr5	175362718	175533585	2	1	1	2	0.11	HET
chr5	175534684	177222646	3	2	1	2	0.11	ASCNA
chr5	177228572	177266572	2	2	0	2	0.11	NLOH
chr5	177267073	177279531	17	17	0	2	0.11	ASCNA
chr5	177279921	180900261	2	1	1	2	0.11	HET
chr6	149901	245096	2	1	1	2	0.11	HET
chr6	256765	294566	8	8	0	2	0.11	ASCNA
chr6	297039	370830	2	1	1	2	0.11	HET
chr6	370833	372804	4	3	1	2	0.11	ASCNA
chr6	372979	32452176	2	1	1	2	0.11	HET
chr6	32452346	32582932	3	3	0	2	0.11	ASCNA
chr6	32582969	57368899	2	1	1	2	0.11	HET
chr6	57368914	57574505	7	7	0	2	0.11	ASCNA
chr6	57574574	58774591	2	1	1	2	0.11	HET
chr6	58776821	58779097	0	0	0	2	0.11	HOMD
chr6	61898890	171051395	2	1	1	2	0.11	HET
chr7	23987	6781836	2	1	1	2	0.11	HET
chr7	6782327	6863540	6	6	0	2	0.11	ASCNA
chr7	6864560	15501349	2	1	1	2	0.11	HET
chr7	15539555	15570985	2	1	1	2	0.11	HET
chr7	15573807	56800775	2	1	1	2	0.11	HET
chr7	56832629	57143989	2	1	1	2	0.11	HET
chr7	57144205	57506056	2	1	1	2	0.11	HET
chr7	57506068	58045642	5	5	0	2	0.11	ASCNA
chr7	61054411	61866364	2	1	1	2	0.11	HET
chr7	61866971	62711705	0	0	0	2	0.11	HOMD
chr7	62714561	63004785	9	9	0	2	0.11	ASCNA
chr7	63019489	64554705	2	1	1	2	0.11	HET
chr7	64555703	64583964	2	1	1	2	0.11	HET
chr7	64588949	65251317	2	1	1	2	0.11	HET
chr7	65252969	65286653	10	10	0	2	0.11	ASCNA
chr7	65286712	76578968	2	1	1	2	0.11	HET
chr7	76580233	76689209	2	1	1	2	0.11	HET
chr7	76689480	102086605	2	1	1	2	0.11	HET
chr7	102100785	102318703	2	1	1	2	0.11	HET
chr7	102332238	143689649	2	1	1	2	0.11	HET
chr7	143721231	144054860	2	1	1	2	0.11	HET
chr7	144060286	150022053	2	1	1	2	0.11	HET
chr7	150026169	152115361	2	1	1	2	0.11	HET
chr7	152115472	154452324	2	1	1	2	0.11	HET
chr7	154452720	154454268	4	2	2	2	0.11	BCNA
chr7	154454356	159128227	2	1	1	2	0.11	HET
chr8	23805	2183918	2	1	1	2	0.11	HET
chr8	2184307	2261851	12	12	0	2	0.11	ASCNA
chr8	2263016	7235653	2	1	1	2	0.11	HET
chr8	7235721	8099618	2	1	1	2	0.11	HET
chr8	8100882	11857786	2	1	1	2	0.11	HET
chr8	11859475	12457175	4	4	0	2	0.11	ASCNA
chr8	12459240	25579359	2	1	1	2	0.11	HET
chr8	25579467	25593710	9	9	0	2	0.11	ASCNA
chr8	25593779	43809472	2	1	1	2	0.11	HET
chr8	43821832	43837682	6	6	0	2	0.11	ASCNA
chr8	46840540	46864066	10	10	0	2	0.11	ASCNA
chr8	46869164	146298870	2	1	1	2	0.11	HET
chr9	10869	201356	2	1	1	2	0.11	HET
chr9	201722	32729861	2	1	1	2	0.11	HET
chr9	32729939	32804788	1	1	0	2	0.11	DLOH
chr9	32844616	38852696	2	1	1	2	0.11	HET
chr9	38861037	44973508	2	1	1	2	0.11	HET
chr9	44988367	47266196	2	2	0	2	0.11	NLOH
chr9	65482539	71029600	2	1	1	2	0.11	HET
chr9	71035452	141142484	2	1	1	2	0.11	HET
chr10	85407	14983511	2	1	1	2	0.11	HET
chr10	14985302	15064547	7	7	0	2	0.11	ASCNA
chr10	15065822	39107651	2	1	1	2	0.11	HET
chr10	39108486	39154721	8	8	0	2	0.11	ASCNA
chr10	42355285	42790619	4	4	0	2	0.11	ASCNA
chr10	42790630	88978266	2	1	1	2	0.11	HET
chr10	88978683	89127191	2	1	1	2	0.11	HET
chr10	89129379	135524006	2	1	1	2	0.11	HET
chr11	133399	247906	7	7	0	2	0.11	ASCNA
chr11	247986	4321015	2	1	1	2	0.11	HET
chr11	4321830	4357931	12	12	0	2	0.11	ASCNA
chr11	4358352	12324313	2	1	1	2	0.11	HET
chr11	12324842	51581236	2	1	1	2	0.11	HET
chr11	51582066	51592107	10	10	0	2	0.11	ASCNA
chr11	54695473	85609559	2	1	1	2	0.11	HET
chr11	85611114	85811364	6	3	3	2	0.11	BCNA
chr11	85811696	89467349	2	1	1	2	0.11	HET
chr11	89481447	89830723	4	4	0	2	0.11	ASCNA
chr11	89831306	121935176	2	1	1	2	0.11	HET
chr11	121935603	122119878	8	4	4	2	0.11	BCNA
chr11	122152911	134937274	2	1	1	2	0.11	HET
chr12	61416	186149	2	1	1	2	0.11	HET
chr12	198713	34856380	2	1	1	2	0.11	HET
chr12	37856814	54490938	2	1	1	2	0.11	HET
chr12	54492028	54530978	11	11	0	2	0.11	ASCNA
chr12	54541581	133827034	2	1	1	2	0.11	HET
chr13	19020105	19120328	8	8	0	2	0.11	ASCNA
chr13	19121741	115109637	2	1	1	2	0.11	HET
chr14	19000060	20415638	2	1	1	2	0.11	HET
chr14	20415780	36414561	2	1	1	2	0.11	HET
chr14	36417345	36418425	9	9	0	2	0.11	ASCNA
chr14	36435115	106023250	2	1	1	2	0.11	HET
chr14	106025275	106264344	0	0	0	2	0.11	HOMD
chr14	106265167	107289173	2	1	1	2	0.11	HET
chr15	20000275	22723283	3	3	0	2	0.11	ASCNA
chr15	22742202	23097503	2	1	1	2	0.11	HET
chr15	23098449	23580132	2	1	1	2	0.11	HET
chr15	23588809	28455514	2	1	1	2	0.11	HET
chr15	28455799	29091432	2	1	1	2	0.11	HET
chr15	29092465	30318302	2	1	1	2	0.11	HET
chr15	30328060	30882356	5	5	0	2	0.11	ASCNA
chr15	30884515	32581691	2	1	1	2	0.11	HET
chr15	32594692	32871881	0	0	0	2	0.11	HOMD
chr15	32872126	34848746	2	1	1	2	0.11	HET
chr15	34848861	34864314	13	13	0	2	0.11	ASCNA
chr15	34864550	63313386	2	1	1	2	0.11	HET
chr15	63313560	63370843	12	6	6	2	0.11	BCNA
chr15	63371220	82581805	2	1	1	2	0.11	HET
chr15	82629775	83166262	6	6	0	2	0.11	ASCNA
chr15	83167951	102232940	2	1	1	2	0.11	HET
chr15	102270756	102520992	0	0	0	2	0.11	HOMD
chr16	67592	15222816	2	1	1	2	0.11	HET
chr16	15223653	15483159	2	2	0	2	0.11	NLOH
chr16	15491400	16255437	2	1	1	2	0.11	HET
chr16	16257300	16653029	2	1	1	2	0.11	HET
chr16	16657570	16786529	8	8	0	2	0.11	ASCNA
chr16	16787668	18268508	2	1	1	2	0.11	HET
chr16	18270403	18766630	2	1	1	2	0.11	HET
chr16	18767905	20463433	19	19	0	2	0.11	ASCNA
chr16	20463745	20560087	16	16	0	2	0.11	ASCNA
chr16	20561606	21388535	2	1	1	2	0.11	HET
chr16	21513372	21593694	7	7	0	2	0.11	ASCNA
chr16	21598009	22545897	19	19	0	2	0.11	ASCNA
chr16	22551892	22709923	7	7	0	2	0.11	ASCNA
chr16	22714580	28571030	2	1	1	2	0.11	HET
chr16	28576016	28817863	7	7	0	2	0.11	ASCNA
chr16	28828344	31986283	2	1	1	2	0.11	HET
chr16	32006348	33734862	2	1	1	2	0.11	HET
chr16	33734866	34229502	5	5	0	2	0.11	ASCNA
chr16	34246681	35280096	20	20	0	2	0.11	ASCNA
chr16	46386589	46434425	0	0	0	2	0.11	HOMD
chr16	46435086	46513659	10	10	0	2	0.11	ASCNA
chr16	46521756	55794084	2	1	1	2	0.11	HET
chr16	55795649	55864735	9	9	0	2	0.11	ASCNA
chr16	55867042	69970648	2	1	1	2	0.11	HET
chr16	69978233	70006769	15	15	0	2	0.11	ASCNA
chr16	70007963	74393242	2	1	1	2	0.11	HET
chr16	74398820	74445537	2	1	1	2	0.11	HET
chr16	74447124	85437956	2	1	1	2	0.11	HET
chr16	85438153	85446290	12	12	0	2	0.11	ASCNA
chr16	85448947	90268036	2	1	1	2	0.11	HET
chr17	659	20409787	2	1	1	2	0.11	HET
chr17	20423701	21208043	9	9	0	2	0.11	ASCNA
chr17	21208187	21702666	6	6	0	2	0.11	ASCNA
chr17	21703504	22259595	1	1	0	2	0.11	DLOH
chr17	25264121	25335419	7	7	0	2	0.11	ASCNA
chr17	25335495	34481492	2	1	1	2	0.11	HET
chr17	34481759	34779238	6	6	0	2	0.11	ASCNA
chr17	34779240	36221442	2	1	1	2	0.11	HET
chr17	36268861	36405756	9	9	0	2	0.11	ASCNA
chr17	36406550	43547855	2	1	1	2	0.11	HET
chr17	43547924	43695927	8	8	0	2	0.11	ASCNA
chr17	43704191	62490551	2	1	1	2	0.11	HET
chr17	62491086	62817053	6	3	3	2	0.11	BCNA
chr17	62833909	62925420	9	9	0	2	0.11	ASCNA
chr17	62929302	81081455	2	1	1	2	0.11	HET
chr17	81081949	81181190	6	6	0	2	0.11	ASCNA
chr18	10094	15109611	2	1	1	2	0.11	HET
chr18	15118603	15410735	5	5	0	2	0.11	ASCNA
chr18	18514118	76774611	2	1	1	2	0.11	HET
chr18	76774742	76776749	16	16	0	2	0.11	ASCNA
chr18	76777625	78014320	2	1	1	2	0.11	HET
chr19	75041	8788345	2	1	1	2	0.11	HET
chr19	8788408	8893331	6	6	0	2	0.11	ASCNA
chr19	8899446	24521506	2	1	1	2	0.11	HET
chr19	24521623	24628707	2	1	1	2	0.11	HET
chr19	27731953	27827008	16	16	0	2	0.11	ASCNA
chr19	27830321	27888536	7	7	0	2	0.11	ASCNA
chr19	27888843	59118906	2	1	1	2	0.11	HET
chr20	68749	14178270	2	1	1	2	0.11	HET
chr20	14179123	14214004	2	1	1	2	0.11	HET
chr20	14216183	25733915	2	1	1	2	0.11	HET
chr20	25734798	26069647	7	7	0	2	0.11	ASCNA
chr20	26072435	26318937	2	1	1	2	0.11	HET
chr20	29419947	29653711	6	6	0	2	0.11	ASCNA
chr20	29653725	62965185	2	1	1	2	0.11	HET
chr21	9411327	11188085	3	3	0	2	0.11	ASCNA
chr21	14339377	14591967	2	1	1	2	0.11	HET
chr21	14592705	48118296	2	1	1	2	0.11	HET
chr22	16050933	21465780	2	1	1	2	0.11	HET
chr22	21466188	21916166	2	1	1	2	0.11	HET
chr22	21916272	22622222	2	1	1	2	0.11	HET
chr22	22623826	22669196	4	4	0	2	0.11	ASCNA
chr22	22669291	36652889	2	1	1	2	0.11	HET
chr22	36655513	36743865	12	6	6	2	0.11	BCNA
chr22	36746079	42895306	2	1	1	2	0.11	HET
chr22	42903191	42948885	10	10	0	2	0.11	ASCNA
chr22	42949187	51238249	2	1	1	2	0.11	HET
