chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr15	32898856	102517188	69618332.0	2	2	HET		
chr16	60954	14779519	14718565.0	2	2	HET		
chr16	14834965	16840428	2005463.0	2	2	NLOH		
chr16	16841234	22648435	5807201.0	2	2	HET		
chr16	22649407	22702243	52836.0	2	2	HET		
chr16	22702613	31931843	9229230.0	2	2	HET		
chr16	31964927	33334830	1369903.0	2	3	ASCNA		
chr16	33335117	35276623	1941506.0	2	2	HET		
chr16	46386886	90228565	43841679.0	2	2	HET		
chr16	90229555	90292811	63256.0	2	3	ASCNA		
chr17	9034	16656731	16647697.0	2	2	HET		
chr17	16656868	16748666	91798.0	2	2	HET		
chr17	16748782	22261370	5512588.0	2	2	HET		
chr17	25264734	25303619	38885.0	2	4	ASCNA		
chr17	25305116	43573419	18268303.0	2	2	HET		
chr17	43574016	43703555	129539.0	2	2	HET		
chr17	43704031	44212032	508001.0	2	2	HET		
chr17	44212527	44770791	558264.0	2	3	ASCNA		
chr17	44772458	79168268	34395810.0	2	2	HET		
chr18	10679	15410245	15399566.0	2	2	HET		
chr18	18512782	76610371	58097589.0	2	2	NLOH		
chr19	71178	271528	200350.0	2	1	DLOH		
chr19	276202	24524807	24248605.0	2	2	HET		
chr19	24525047	24627341	102294.0	2	3	ASCNA		
chr19	27733067	59116324	31383257.0	2	2	HET		
chr20	61044	26319535	26258491.0	2	2	NLOH		
chr20	29420209	61656872	32236663.0	2	2	NLOH		
chr21	9411500	9674307	262807.0	2	2	HET		
chr21	9676853	10024537	347684.0	2	1	DLOH		
chr21	10024828	11187497	1162669.0	2	2	NLOH		
chr21	14338281	14418497	80216.0	2	1	DLOH		
chr21	14421033	15273103	852070.0	2	2	HET		
chr21	15273413	48119290	32845877.0	2	2	HET		
chr22	16101814	16934951	833137.0	2	2	HET		
chr22	16937371	18638848	1701477.0	2	2	HET		
chr22	18655510	18880070	224560.0	2	3	ASCNA		
chr22	18882122	20364622	1482500.0	2	2	NLOH		
chr22	20378593	20711955	333362.0	2	3	ASCNA		
chr22	20718920	21470346	751426.0	2	2	NLOH		
chr22	21474747	21761502	286755.0	2	2	HET		
chr22	21800138	42859300	21059162.0	2	2	HET		
chr22	42861613	42950361	88748.0	2	3	ASCNA		
chr22	42950745	51239688	8288943.0	2	2	HET		
