chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr2	87864903	87877890	12987.0	4	4	HET		
chr2	87878740	87990475	111735.0	4	4	HET		
chr2	87992875	89254228	1261353.0	4	4	HET		
chr2	89254885	93294164	4039279.0	4	4	HET		
chr2	93306347	94292958	986611.0	4	4	HET		
chr2	94497707	97194792	2697085.0	4	4	HET		
chr2	97195470	97310001	114531.0	4	3	HET		
chr2	97314234	106398335	9084101.0	4	4	HET		
chr2	106399045	106458197	59152.0	4	5	ASCNA		
chr2	106458284	113479036	7020752.0	4	4	HET		
chr2	113483151	113627286	144135.0	4	4	HET		
chr2	113627627	205057660	91430033.0	4	4	HET		
chr2	205103330	223694026	18590696.0	4	4	HET		
chr2	224067359	242158341	18090982.0	4	4	HET		
chr2	242163210	242181520	18310.0	4	6	ASCNA		
chr3	12690	75628709	75616019.0	4	4	HET		
chr3	75630794	75771502	140708.0	4	3	HET		
chr3	75779677	90719086	14939409.0	4	4	HET		
chr3	90721146	90982375	261229.0	4	4	HET		
chr3	91000776	91284150	283374.0	4	3	HET		
chr3	91284191	91891384	607193.0	4	4	NLOH		
chr3	91905625	93647878	1742253.0	4	4	HET		
chr3	93713946	195614883	101900937.0	4	4	HET		
chr3	195616904	195729871	112967.0	4	4	HET		
chr3	195730262	196002574	272312.0	4	4	HET		
chr3	196003401	198204463	2201062.0	4	4	HET		
chr4	10372	66930	56558.0	4	3	HET		
chr4	72156	49087371	49015215.0	4	4	HET		
chr4	49089765	50398836	1309071.0	4	4	HET		
chr4	50469603	51814962	1345359.0	4	5	ASCNA		
chr4	51816405	131734726	79918321.0	4	4	HET		
chr4	131735261	131741823	6562.0	4	3	HET		
chr4	131743609	190038524	58294915.0	4	4	HET		
chr4	190041894	190203030	161136.0	4	3	HET		
chr5	16407	646638	630231.0	4	5	ASCNA		
chr5	649108	845974	196866.0	4	5	ASCNA		
chr5	847350	47119494	46272144.0	4	4	HET		
chr5	47137783	47308485	170702.0	4	5	ASCNA		
chr5	49601683	51447994	1846311.0	4	4	HET		
chr5	51450171	98082276	46632105.0	4	3	HET		
chr5	98099359	99482532	1383173.0	4	2	DLOH		
chr5	99484155	100054317	570162.0	4	2	DLOH		
chr5	100054438	100090269	35831.0	4	2	DLOH		
chr5	100091439	100330577	239138.0	4	2	DLOH		
chr5	100332461	100348142	15681.0	4	2	DLOH		
chr5	100348246	100378510	30264.0	4	2	DLOH		
chr5	100378909	100382384	3475.0	4	2	HET		
chr5	100382882	100391880	8998.0	4	6	ASCNA		
chr5	100391886	102199186	1807300.0	4	2	DLOH		
chr5	102203879	102225126	21247.0	4	2	DLOH		
chr5	102225402	105062954	2837552.0	4	2	DLOH		
chr5	105063347	105071251	7904.0	4	2	DLOH		
chr5	105071440	107128317	2056877.0	4	2	DLOH		
chr5	107129312	107135764	6452.0	4	2	DLOH		
chr5	107139076	109329093	2190017.0	4	2	DLOH		
chr5	109342409	109428625	86216.0	4	2	DLOH		
chr5	109429269	111268621	1839352.0	4	2	DLOH		
chr5	111270337	111321147	50810.0	4	2	DLOH		
chr5	111321416	117841725	6520309.0	4	2	DLOH		
chr5	117843234	117859893	16659.0	4	2	DLOH		
chr5	117863653	120037537	2173884.0	4	2	DLOH		
chr5	120038151	120049029	10878.0	4	5	ASCNA		
chr5	120050097	120531952	481855.0	4	2	DLOH		
chr5	120532186	120542434	10248.0	4	2	DLOH		
chr5	120542813	123554334	3011521.0	4	2	DLOH		
chr5	123555035	125193762	1638727.0	4	2	DLOH		
chr5	125195015	125205018	10003.0	4	2	DLOH		
chr5	125205469	125364115	158646.0	4	2	DLOH		
chr5	125364202	125369515	5313.0	4	1	DLOH		
chr5	125380465	126049555	669090.0	4	2	DLOH		
chr5	126049868	126055931	6063.0	4	2	DLOH		
chr5	126056773	126508198	451425.0	4	2	DLOH		
chr5	126510952	128597264	2086312.0	4	2	DLOH		
chr5	128597895	128605373	7478.0	4	2	DLOH		
chr5	128606453	128748390	141937.0	4	2	DLOH		
chr5	128749749	128998306	248557.0	4	2	DLOH		
chr5	128998910	134547960	5549050.0	4	2	DLOH		
chr5	134549249	134570139	20890.0	4	2	DLOH		
chr5	134570919	136721375	2150456.0	4	2	DLOH		
chr5	136723210	136737531	14321.0	4	2	DLOH		
chr5	136741390	141067409	4326019.0	4	2	DLOH		
chr5	141067714	141076429	8715.0	4	2	DLOH		
chr5	141077901	145420206	4342305.0	4	2	DLOH		
chr5	145421029	145424384	3355.0	4	2	DLOH		
chr5	145424585	147115317	1690732.0	4	2	DLOH		
chr5	147116221	147124424	8203.0	4	2	DLOH		
chr5	147127583	147940800	813217.0	4	2	DLOH		
chr5	147942987	147952557	9570.0	4	2	DLOH		
chr5	147952815	148192891	240076.0	4	2	DLOH		
chr5	148193350	148209981	16631.0	4	2	DLOH		
chr5	148210034	148276390	66356.0	4	2	DLOH		
chr5	148276874	148292287	15413.0	4	2	DLOH		
chr5	148292826	150646432	2353606.0	4	2	DLOH		
chr5	150649051	150666630	17579.0	4	2	DLOH		
chr5	150669505	152878766	2209261.0	4	2	DLOH		
chr5	152884292	152897977	13685.0	4	6	ASCNA		
chr5	152899942	153324414	424472.0	4	2	DLOH		
chr5	153324901	153331428	6527.0	4	2	DLOH		
chr5	153332242	153394656	62414.0	4	2	DLOH		
chr5	153394868	153428552	33684.0	4	2	DLOH		
chr5	153429008	156649435	3220427.0	4	2	DLOH		
chr5	156649781	156720354	70573.0	4	2	HET		
chr5	156720838	158260121	1539283.0	4	2	DLOH		
chr5	158261264	181477761	23216497.0	4	3	HET		
chr6	140219	254883	114664.0	4	4	HET		
chr6	256959	316343	59384.0	4	3	HET		
chr6	316499	58449195	58132696.0	4	4	HET		
chr6	58449426	60320047	1870621.0	4	4	HET		
chr6	60320208	60999578	679370.0	4	5	ASCNA		
chr6	61000245	125135566	64135321.0	4	4	HET		
chr6	125175965	134745048	9569083.0	4	4	HET		
chr6	134849114	170494731	35645617.0	4	4	HET		
chr6	170508343	170742069	233726.0	4	4	HET		
chr7	19785	31581652	31561867.0	4	4	HET		
chr7	31587468	32464124	876656.0	4	2	DLOH		
chr7	32464671	32472498	7827.0	4	2	DLOH		
chr7	32472666	33191719	719053.0	4	2	DLOH		
chr7	33193422	33203733	10311.0	4	2	DLOH		
chr7	33204076	33778621	574545.0	4	2	DLOH		
chr7	33780449	33826572	46123.0	4	2	DLOH		
chr7	33826807	34879130	1052323.0	4	2	DLOH		
chr7	34879262	34890295	11033.0	4	2	DLOH		
chr7	34890526	37838028	2947502.0	4	2	DLOH		
chr7	37839550	37848972	9422.0	4	2	DLOH		
chr7	37849833	38257544	407711.0	4	2	DLOH		
chr7	38257965	38269501	11536.0	4	2	DLOH		
chr7	38272189	39258069	985880.0	4	2	DLOH		
chr7	39274974	39508461	233487.0	4	2	DLOH		
chr7	39508921	39792806	283885.0	4	0	HOMD		
chr7	39796444	39992165	195721.0	4	2	DLOH		
chr7	39999713	43644129	3644416.0	4	2	DLOH		
chr7	43644786	43648078	3292.0	4	2	DLOH		
chr7	43648368	46820526	3172158.0	4	2	DLOH		
chr7	46820552	46827196	6644.0	4	2	DLOH		
chr7	46827599	47951084	1123485.0	4	2	DLOH		
chr7	47953458	48071667	118209.0	4	2	DLOH		
chr7	48096022	48902152	806130.0	4	2	DLOH		
chr7	48903756	48909861	6105.0	4	2	DLOH		
chr7	48910622	48920446	9824.0	4	3	DLOH		
chr7	48920571	48925404	4833.0	4	2	DLOH		
chr7	48925831	50742074	1816243.0	4	2	DLOH		
chr7	50742273	50752316	10043.0	4	0	HOMD		
chr7	50753728	52561813	1808085.0	4	2	DLOH		
chr7	52564902	52576517	11615.0	4	0	HOMD		
chr7	52577946	53018719	440773.0	4	2	DLOH		
chr7	53027048	53030688	3640.0	4	2	DLOH		
chr7	53030893	54220304	1189411.0	4	2	DLOH		
chr7	54220588	54232465	11877.0	4	2	DLOH		
chr7	54236924	54310996	74072.0	4	2	DLOH		
chr7	54319129	54336292	17163.0	4	2	DLOH		
chr7	54336672	54396729	60057.0	4	2	DLOH		
chr7	54396860	54405969	9109.0	4	2	DLOH		
chr7	54406434	55106649	700215.0	4	2	DLOH		
chr7	55109003	55166694	57691.0	4	2	DLOH		
chr7	55183450	56922707	1739257.0	4	2	DLOH		
chr7	56928546	57082956	154410.0	4	3	DLOH		
chr7	57092573	58068885	976312.0	4	2	DLOH		
chr7	58070209	59535921	1465712.0	4	3	HET		
chr7	60443164	62294660	1851496.0	4	4	HET		
chr7	62295698	63487575	1191877.0	4	4	HET		
chr7	63489353	63575080	85727.0	4	4	HET		
chr7	63576220	63580768	4548.0	4	3	DLOH		
chr7	63581998	63655343	73345.0	4	5	ASCNA		
chr7	63656635	74731942	11075307.0	4	4	HET		
chr7	74735788	75362385	626597.0	4	4	HET		
chr7	75363601	101749780	26386179.0	4	5	ASCNA		
chr7	101788541	102480428	691887.0	4	2	DLOH		
chr7	102485654	102675929	190275.0	4	2	HET		
chr7	102678413	103858048	1179635.0	4	2	DLOH		
chr7	103859335	103872434	13099.0	4	2	DLOH		
chr7	103872825	104535768	662943.0	4	2	DLOH		
chr7	104536866	104560404	23538.0	4	2	DLOH		
chr7	104561843	105163392	601549.0	4	2	DLOH		
chr7	105164860	105176591	11731.0	4	2	DLOH		
chr7	105178232	106086875	908643.0	4	2	DLOH		
chr7	106091983	106105879	13896.0	4	2	DLOH		
chr7	106106546	107623949	1517403.0	4	2	DLOH		
chr7	107623951	107649424	25473.0	4	2	DLOH		
chr7	107651606	110507798	2856192.0	4	2	DLOH		
chr7	110519949	110574770	54821.0	4	2	DLOH		
chr7	110594941	112375907	1780966.0	4	2	DLOH		
chr7	112379903	112396707	16804.0	4	2	DLOH		
chr7	112400417	112966946	566529.0	4	2	DLOH		
chr7	112968479	112978629	10150.0	4	2	DLOH		
chr7	112981722	113196386	214664.0	4	2	DLOH		
chr7	113197797	113218513	20716.0	4	2	DLOH		
chr7	113220531	113496609	276078.0	4	2	DLOH		
chr7	113496870	113534107	37237.0	4	2	DLOH		
chr7	113536089	113653682	117593.0	4	2	DLOH		
chr7	113657640	113663203	5563.0	4	2	DLOH		
chr7	113663981	116977478	3313497.0	4	2	DLOH		
chr7	116983779	117070702	86923.0	4	2	DLOH		
chr7	117073873	123352434	6278561.0	4	2	DLOH		
chr7	123360188	123458331	98143.0	4	2	DLOH		
chr7	123458589	123647955	189366.0	4	2	DLOH		
chr7	123649428	123760333	110905.0	4	2	DLOH		
chr7	123766038	125684011	1917973.0	4	2	DLOH		
chr7	125684797	125697685	12888.0	4	2	DLOH		
chr7	125704048	126214264	510216.0	4	2	DLOH		
chr7	126216364	126225733	9369.0	4	2	DLOH		
chr7	126226076	129468676	3242600.0	4	2	DLOH		
chr7	129468835	129476550	7715.0	4	2	DLOH		
chr7	129477373	129591203	113830.0	4	2	DLOH		
chr7	129591469	129601560	10091.0	4	2	DLOH		
chr7	129601932	131830225	2228293.0	4	2	DLOH		
chr7	131831472	131938950	107478.0	4	2	DLOH		
chr7	131940847	132480697	539850.0	4	2	DLOH		
chr7	132493755	132506968	13213.0	4	2	DLOH		
chr7	132508190	132587629	79439.0	4	2	DLOH		
chr7	132587744	132608124	20380.0	4	2	DLOH		
chr7	132612388	134727844	2115456.0	4	2	DLOH		
chr7	134728854	134735990	7136.0	4	2	DLOH		
chr7	134737981	136088669	1350688.0	4	2	DLOH		
chr7	136089301	136101408	12107.0	4	2	DLOH		
chr7	136102710	136727278	624568.0	4	2	DLOH		
chr7	136753427	136832660	79233.0	4	2	DLOH		
chr7	136842710	138614766	1772056.0	4	2	DLOH		
chr7	138617664	138632736	15072.0	4	2	DLOH		
chr7	138632994	142345098	3712104.0	4	2	DLOH		
chr7	142346375	142352117	5742.0	4	3	DLOH		
chr7	142352155	143519025	1166870.0	4	2	DLOH		
chr7	143524949	143870890	345941.0	4	2	DLOH		
chr7	143875193	144208484	333291.0	4	2	DLOH		
chr7	144211189	144237582	26393.0	4	2	HET		
chr7	144245193	144331533	86340.0	4	1	DLOH		
chr7	144333334	144360868	27534.0	4	2	HET		
chr7	144361251	145264128	902877.0	4	2	DLOH		
chr7	145267268	145339287	72019.0	4	2	DLOH		
chr7	145355912	148632627	3276715.0	4	2	DLOH		
chr7	148637158	148658230	21072.0	4	2	DLOH		
chr7	148659175	149913692	1254517.0	4	2	DLOH		
chr7	149913886	149922064	8178.0	4	2	DLOH		
chr7	149924165	149947906	23741.0	4	2	DLOH		
chr7	149948598	149955635	7037.0	4	2	HET		
chr7	149955993	150297055	341062.0	4	2	DLOH		
chr7	150301337	151860026	1558689.0	4	2	DLOH		
chr7	151861528	151878541	17013.0	4	2	DLOH		
chr7	151881666	152223515	341849.0	4	2	DLOH		
chr7	152229936	152288906	58970.0	4	2	HET		
chr7	152290220	152362306	72086.0	4	2	DLOH		
chr7	152382594	152410273	27679.0	4	4	HET		
chr7	152411009	153986871	1575862.0	4	2	DLOH		
chr7	153989265	154148649	159384.0	4	2	DLOH		
chr7	154169763	155345120	1175357.0	4	2	DLOH		
chr7	155348801	155388205	39404.0	4	2	DLOH		
chr7	155388720	156519248	1130528.0	4	2	DLOH		
chr7	156520171	156528250	8079.0	4	1	DLOH		
chr7	156528387	158314539	1786152.0	4	2	DLOH		
chr7	158318064	158351943	33879.0	4	2	HET		
chr7	158354712	158414654	59942.0	4	2	DLOH		
chr7	158415045	158427912	12867.0	4	2	DLOH		
chr7	158429021	158713889	284868.0	4	2	DLOH		
chr7	158714400	158721672	7272.0	4	2	DLOH		
chr7	158721953	159083737	361784.0	4	2	DLOH		
chr7	159088430	159141584	53154.0	4	2	DLOH		
chr7	159142096	159332497	190401.0	4	2	DLOH		
chr8	73872	212396	138524.0	4	5	ASCNA		
chr8	215490	7397870	7182380.0	4	4	HET		
chr8	7398294	8230980	832686.0	4	5	ASCNA		
chr8	8231685	11999074	3767389.0	4	4	HET		
chr8	12013128	12225272	212144.0	4	3	HET		
chr8	12225434	12412063	186629.0	4	4	HET		
chr8	12415492	12612294	196802.0	4	5	ASCNA		
chr8	12612932	45203724	32590792.0	4	4	HET		
chr8	45645375	45938931	293556.0	4	3	HET		
chr8	45946202	125713218	79767016.0	4	4	HET		
chr8	125724550	145074901	19350351.0	4	5	ASCNA		
chr9	10869	136717	125848.0	4	4	HET		
chr9	139424	38829325	38689901.0	4	4	HET		
chr9	38829555	42418605	3589050.0	4	4	HET		
chr9	42420268	43377014	956746.0	4	5	ASCNA		
chr9	43398422	45447484	2049062.0	4	4	HET		
chr9	60524896	63074807	2549911.0	4	4	HET		
chr9	63075183	68416309	5341126.0	4	4	HET		
chr9	68419287	138107685	69688398.0	4	4	HET		
chr9	138167427	138300369	132942.0	4	3	HET		
chr10	11137	48232	37095.0	4	4	HET		
chr10	48486	40186276	40137790.0	4	4	HET		
chr10	40217285	41588299	1371014.0	4	4	HET		
chr10	41590777	42281891	691114.0	4	4	HET		
chr10	42282341	43320501	1038160.0	4	4	HET		
chr10	44495156	46413134	1917978.0	4	4	HET		
chr10	46422793	47961210	1538417.0	4	4	HET		
chr10	47966412	54421928	6455516.0	4	4	HET		
chr10	55253747	133642092	78388345.0	4	4	HET		
chr10	133642589	133787009	144420.0	4	4	HET		
chr11	132246	194700	62454.0	4	5	ASCNA		
chr11	194786	51125086	50930300.0	4	4	HET		
chr11	51185805	53685146	2499341.0	4	4	HET		
chr11	53716582	54528892	812310.0	4	3	HET		
chr11	54533729	89744513	35210784.0	4	4	HET		
chr11	89745097	90084339	339242.0	4	3	HET		
chr11	90095063	134916293	44821230.0	4	4	HET		
chr11	134917845	134960946	43101.0	4	3	HET		
chr11	134961396	135076140	114744.0	4	4	HET		
chr12	11427	78435	67008.0	4	4	HET		
chr12	82284	34795472	34713188.0	4	4	HET		
chr12	34801442	35777155	975713.0	4	4	HET		
chr12	35834915	36924899	1089984.0	4	4	HET		
chr12	36945715	133235829	96290114.0	4	4	HET		
chr13	18171575	18354715	183140.0	4	4	HET		
chr13	18355404	18577152	221748.0	4	4	HET		
chr13	18577267	29316737	10739470.0	4	4	HET		
chr13	29416829	37089940	7673111.0	4	4	HET		
chr13	37218634	64285836	27067202.0	4	4	HET		
chr13	64324258	114352616	50028358.0	4	5	ASCNA		
chr14	16023030	16096021	72991.0	4	5	ASCNA		
chr14	18223945	19713343	1489398.0	4	4	HET		
chr14	19715656	105553862	85838206.0	4	4	HET		
chr14	105559782	105772664	212882.0	4	4	HET		
chr14	105772740	106268254	495514.0	4	4	HET		
chr14	106268545	106347635	79090.0	4	4	HET		
chr14	106348991	106880670	531679.0	4	4	HET		
chr15	17000539	18911480	1910941.0	4	4	HET		
chr15	19043576	22500125	3456549.0	4	4	HET		
chr15	22500905	23123301	622396.0	4	4	HET		
chr15	23124952	23302912	177960.0	4	4	HET		
chr15	23303781	28298484	4994703.0	4	4	HET		
chr15	28298733	28696758	398025.0	4	4	HET		
chr15	28703107	30093429	1390322.0	4	4	HET		
chr15	30093642	30701228	607586.0	4	4	HET		
chr15	30702565	32158770	1456205.0	4	4	HET		
chr15	32159137	32593977	434840.0	4	4	HET		
chr15	32606430	34378617	1772187.0	4	4	HET		
chr15	34379237	34421092	41855.0	4	3	HET		
chr15	34421259	77950461	43529202.0	4	4	HET		
chr15	77950656	77954276	3620.0	4	9	ASCNA		
chr15	77954873	78417815	462942.0	4	4	HET		
chr15	78420964	94223543	15802579.0	4	8	ASCNA		
chr15	94224073	101975126	7751053.0	4	7	ASCNA		
chr16	17135	14778831	14761696.0	4	4	HET		
chr16	14779447	15383203	603756.0	4	4	HET		
chr16	15384580	16197861	813281.0	4	4	HET		
chr16	16197942	16748375	550433.0	4	4	HET		
chr16	16748758	18060719	1311961.0	4	4	HET		
chr16	18085091	18767714	682623.0	4	4	HET		
chr16	18767930	22433394	3665464.0	4	4	HET		
chr16	22437764	22669156	231392.0	4	4	HET		
chr16	22670778	32025057	9354279.0	4	4	HET		
chr16	32030266	34012614	1982348.0	4	4	HET		
chr16	34013869	36584361	2570492.0	4	4	HET		
chr16	36608106	46401174	9793068.0	4	3	HET		
chr16	46402078	69942961	23540883.0	4	4	HET		
chr16	69943399	69967798	24399.0	4	3	HET		
chr16	69970125	70123665	153540.0	4	5	ASCNA		
chr16	70124077	70192129	68052.0	4	3	HET		
chr16	70194022	74355163	4161141.0	4	4	HET		
chr16	74359543	74426548	67005.0	4	3	HET		
chr16	74429145	85769254	11340109.0	4	4	HET		
chr16	85774975	90226358	4451383.0	4	3	HET		
chr17	113633	18411650	18298017.0	4	4	HET		
chr17	18411688	18508933	97245.0	4	3	HET		
chr17	18510322	22745085	4234763.0	4	4	HET		
chr17	22745341	23172989	427648.0	4	4	HET		
chr17	24188213	26625562	2437349.0	4	3	HET		
chr17	26629139	26881237	252098.0	4	3	HET		
chr17	26881459	26973491	92032.0	4	3	HET		
chr17	26974019	45496053	18522034.0	4	4	HET		
chr17	45496226	45623881	127655.0	4	3	HET		
chr17	45626189	46134536	508347.0	4	4	HET		
chr17	46134666	46693425	558759.0	4	3	HET		
chr17	46696417	83211173	36514756.0	4	4	HET		
chr17	83217917	83233498	15581.0	4	5	ASCNA		
chr18	11956	78532	66576.0	4	4	HET		
chr18	80525	15407293	15326768.0	4	4	HET		
chr18	15407793	17122534	1714741.0	4	4	HET		
chr18	17240602	20797931	3557329.0	4	4	HET		
chr18	20832783	33819643	12986860.0	4	4	HET		
chr18	33819666	66521927	32702261.0	4	4	HET		
chr18	67019767	80262545	13242778.0	4	4	HET		
chr19	60624	216623	155999.0	4	4	HET		
chr19	226776	8740599	8513823.0	4	4	HET		
chr19	8740791	8797390	56599.0	4	3	HET		
chr19	8799423	24395799	15596376.0	4	4	HET		
chr19	24396338	26379091	1982753.0	4	4	HET		
chr19	27241390	54219752	26978362.0	4	4	HET		
chr19	54219897	54240778	20881.0	4	3	HET		
chr19	54241032	54744341	503309.0	4	4	HET		
chr19	54744817	54786503	41686.0	4	3	HET		
chr19	54786857	58587220	3800363.0	4	4	HET		
chr19	58588397	58605387	16990.0	4	7	ASCNA		
chr20	61083	26381255	26320172.0	4	4	HET		
chr20	26381973	27367513	985540.0	4	4	HET		
chr20	27520028	29063015	1542987.0	4	4	HET		
chr20	29064862	29523270	458408.0	4	3	HET		
chr20	29540064	29864985	324921.0	4	4	HET		
chr20	29866058	30273333	407275.0	4	4	HET		
chr20	30275480	59471681	29196201.0	4	4	HET		
chr20	59472862	59490145	17283.0	4	2	DLOH		
chr20	59492263	64290704	4798441.0	4	4	HET		
chr20	64293957	64333832	39875.0	4	3	HET		
chr21	5030960	10487173	5456213.0	4	4	HET		
chr21	10487919	10567002	79083.0	4	4	HET		
chr21	10567370	13193741	2626371.0	4	4	HET		
chr21	13202136	17400187	4198051.0	4	4	HET		
chr21	17508970	34363352	16854382.0	4	3	HET		
chr21	35228827	36995413	1766586.0	4	4	HET		
chr21	37026091	46699658	9673567.0	4	7	ASCNA		
chr22	10511266	12904103	2392837.0	4	4	HET		
chr22	15158088	15554436	396348.0	4	4	HET		
chr22	15557173	15911918	354745.0	4	3	HET		
chr22	15914803	18173426	2258623.0	4	4	HET		
chr22	18174907	18885850	710943.0	4	5	ASCNA		
chr22	18887024	21110761	2223737.0	4	4	HET		
chr22	21111491	21411522	300031.0	4	4	HET		
chr22	21413963	42499994	21086031.0	4	4	HET		
chr22	42501739	42550874	49135.0	4	3	HET		
chr22	42552879	50807604	8254725.0	4	4	HET		
